"id","original_text","text","date","user","sentiment_score","polarity","intensity","dominant_emotion","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","is_sarcasm","sarcasm_confidence","fake_review_flag","credibility_score","credibility_band","topic","topic_probability"
327,"I wish I was better at writing. It's taking me so long to write this paper.","i wish i was better at writing it's taking me so long to write this paper",2026-11-23,"ylajennytambien",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.345029239766082
328,"..and of course... I have access to my Halo 3 Mythic Map Pack re-download.. but bad news.. not the Legendary Map Pack... ugh.. 600MS...","and of course i have access to my halo mythic map pack re download but bad news not the legendary map pack ugh 600ms",2026-11-24,"abean2007",1,"Positive","Mild Positive","Anger",1,0,1,1,0,1,0,0,FALSE,12.5,"Genuine",1,"High",2,0.377777777777778
329,"@vene2ia ...not yet unfortunately, another few weeks I've been told  How are you? I've been a little bit busy with my latest project.","not yet unfortunately another few weeks i've been told how are you? i've been a little bit busy with my latest project",2026-11-25,"IncomeDiscovery",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,"Genuine",1,"High",2,0.365591397849462
330,"@thecoolestout Ha the sun's already gone","ha the sun's already gone",2026-11-26,"MissPassion",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.33974358974359
331,"day 2. a lot harder than day 1. let's see how day 3 goes tomorrow.","day a lot harder than day let's see how day goes tomorrow",2026-11-27,"sprtsgrl04",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,"Genuine",0.75,"High",2,0.367231638418079
332,"My man crush Jake Peavy let me down  #gayforpeavy","my man crush jake peavy let me down gayforpeavy",2026-11-28,"RedTheTrucker",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.352201257861635
333,"@trishzw megafast trip, you have time during day tom/weds? Or, you going out tonight? Want to see you bad. Tried to warn you, tech fail","megafast trip you have time during day tom weds? or you going out tonight? want to see you bad tried to warn you tech fail",2026-11-29,"larabehnert",-2,"Negative","Mild Negative","Anticipation",1,2,1,2,0,1,2,1,FALSE,0,"Genuine",0.75,"High",2,0.343915343915344
334,"michigan state you make me sad","michigan state you make me sad",2026-11-30,"summerseelye",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.345679012345679
335,"omg. my mouth is in so much pain  i just wanna sleep untill its time to take my braces off.","omg my mouth is in so much pain i just wanna sleep untill its time to take my braces off",2026-12-01,"chimshar",0,"Neutral","Neutral","Anticipation",0,1,0,1,0,1,1,0,FALSE,0,"Genuine",1,"High",3,0.371584699453552
336,"getting annoyed easily today  &gt;&gt;&gt; biofuel proposal: getting annoyed easily today  &gt;&gt;&gt; biof.. http://tinyurl.com/ceprvs","getting annoyed easily today gt gt gt biofuel proposal getting annoyed easily today gt gt gt biof",2026-12-02,"algaebiofuels",-2,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.384180790960452
337,"@MizzChievouz Hey girl. The site is back.  Girlyvue is back and they have even more videos.","hey girl the site is back girlyvue is back and they have even more videos",2026-12-03,"EricaLeigh777",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.380116959064328
338,"@a5hleyf i'm spending time with my grandma early tomorrow and i can't leave skittles by herself.","i'm spending time with my grandma early tomorrow and i can't leave skittles by herself",2026-12-04,"hellostaci",0,"Neutral","Neutral","Anticipation",0,2,0,0,0,1,1,0,FALSE,12.5,"Genuine",1,"High",3,0.373563218390805
339,"just got home from watching Michigan State get tromped!","just got home from watching michigan state get tromped!",2026-12-05,"alohasassy",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.345029239766082
340,"Oh jew-bus! Two years worth of classes' work is ALOT to organize &gt;_&lt; i'm not finishing tonight, it's not possible...my bones ache","oh jew bus! two years worth of classes' work is alot to organize gt lt i'm not finishing tonight it's not possible my bones ache",2026-12-06,"diet_lard",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,25,"Genuine",1,"High",3,0.349462365591398
341,"@griffmiester no exchanging for me, my laptop hasn't arrived","no exchanging for me my laptop hasn't arrived",2026-12-07,"aeoth",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.352201257861635
342,"@hyperbets i hope this doesn't last too long.  i feel miserable!","i hope this doesn't last too long i feel miserable!",2026-12-08,"nicolegreen",0,"Neutral","Neutral","Anticipation",1,2,1,0,1,1,1,1,FALSE,0,"Genuine",1,"High",3,0.351190476190476
343,"@rcompo RACHEL! hang outage is neccessary - i was gonna be home this wekend but dumb folk make me work   so im free F and Sat until 4...","rachel! hang outage is neccessary i was gonna be home this wekend but dumb folk make me work so im free f and sat until",2026-12-09,"jcphoto",-1.5,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,25,"Genuine",1,"High",3,0.394444444444444
344,"@TheLeagueSF Not Fun &amp; Furious? The new mantra for the Bay 2 Breakers? It was getting 2 rambunctious;the city overreacted &amp; clamped down","not fun amp furious? the new mantra for the bay breakers? it was getting rambunctious the city overreacted amp clamped down",2026-12-10,"Kevin_Lately",0,"Neutral","Neutral","Anger",1,1,1,0,1,0,0,0,FALSE,0,"Genuine",1,"High",1,0.373563218390805
345,"@amber_benson  my hubby (for some reason) thinks it's more important he has a good spot for red carpet for the Trek Movie Premiere. Sod!","my hubby for some reason thinks it's more important he has a good spot for red carpet for the trek movie premiere sod!",2026-12-11,"suze2000",1,"Positive","Mild Positive","Trust",0,1,0,0,1,0,1,2,FALSE,0,"Genuine",1,"High",3,0.349462365591398
346,"I swear no matter how long I've been getting up at 5am, it never gets any easier. Man my eyes hurts wah","i swear no matter how long i've been getting up at 5am it never gets any easier man my eyes hurts wah",2026-12-12,"paulmoreton1978",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,1,FALSE,12.5,"Genuine",1,"High",3,0.365591397849462
347,"@Jeffree_Star Jeffree! How do you keep your hair one color? My PERMANENT dye fades within the week","jeffree! how do you keep your hair one color? my permanent dye fades within the week",2026-12-13,"Day_Zee",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.390804597701149
348,"@otakusecret my reaction too  whoa, didn't see that coming","my reaction too whoa didn't see that coming",2026-12-14,"AnimePlanet",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.357575757575758
349,"still sick. feeling a bit better, got some new medicine.... hope I feel good after a night of sleep. ohh, and it's suppose to snow! WTF!","still sick feeling a bit better got some new medicine hope i feel good after a night of sleep ohh and it's suppose to snow! wtf!",2026-12-15,"oup",1,"Positive","Mild Positive","Anticipation",1,3,2,1,3,2,3,3,FALSE,12.5,"Genuine",1,"High",3,0.358585858585859
350,"@Dangerm0use I think maybe you should get a couple more hours of sleep, hon. How productive can you be right now if ur dog tired? I worry","i think maybe you should get a couple more hours of sleep hon how productive can you be right now if ur dog tired? i worry",2026-12-16,"aileen2u2",0,"Neutral","Neutral","Anticipation",0,1,0,1,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.338541666666667
351,"@maddyVA Thanks a lot. Learned a lot of new words but didn't find what I was looking for.","thanks a lot learned a lot of new words but didn't find what i was looking for",2026-12-17,"remzology",0,"Neutral","Neutral","Anger",1,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.401129943502825
352,"Wish I had all the XBLM downloads all on the gamertag 'Hitokyri'. This 5 gamertag thing is nonsense... and I'm tired of it","wish i had all the xblm downloads all on the gamertag 'hitokyri' this gamertag thing is nonsense and i'm tired of it",2026-12-18,"abean2007",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,37.5,"Genuine",1,"High",3,0.339393939393939
353,"New Testament Test at 9:30 am","new testament test at am",2026-12-19,"Sheezy3380",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,1,FALSE,0,"Genuine",1,"High",3,0.33974358974359
354,"@ScoutBuck tons no hay Troll? ahhhh","tons no hay troll? ahhhh",2026-12-20,"edlimagno",0,"Neutral","Neutral","Anger",1,0,0,1,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.33974358974359
355,"stupid movies we watched... mirrors ugggggh... stooopeeed!!! rip off!","stupid movies we watched mirrors ugggggh stooopeeed!!! rip off!",2026-12-21,"tracious",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",0.8,"High",1,0.357575757575758
356,"http://twitpic.com/2y2yi - I love you, Buck.","i love you buck",2026-12-22,"Mowgli3",1,"Positive","Mild Positive","Fear",0,0,0,1,1,0,1,0,FALSE,0,"Genuine",1,"High",1,0.34640522875817
357,"last one!!! but still not done!!!","last one!!! but still not done!!!",2026-12-23,"cescajo",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,"Genuine",0.8,"High",2,0.345679012345679
358,"homework....","homework",2026-12-24,"brookes4402",0,"Neutral","Neutral","Fear",0,0,0,1,0,0,0,0,FALSE,0,"Genuine",0.8,"High",3,0.34640522875817
359,"I don't understand why things get taken away. I didn't have enough time with him its unfair. I want him back!! He was like my baby","i don't understand why things get taken away i didn't have enough time with him its unfair i want him back!! he was like my baby",2026-12-25,"SullieSullivan",0,"Neutral","Neutral","Anger",1,1,1,0,1,1,0,0,FALSE,25,"Fake",0.55,"Medium",2,0.369791666666667
360,"Scratch that: du in heif (two in a half) cookies. My tum just can't take anymore shoog. Poots","scratch that du in heif two in a half cookies my tum just can't take anymore shoog poots",2026-12-26,"LaurelieSunny",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.373563218390805
361,"@cococourtney i was just listening to the sweets for the first time in forever! i miss them so much  can we go to chi town for visits plz?","i was just listening to the sweets for the first time in forever! i miss them so much can we go to chi town for visits plz?",2026-12-27,"bonerjamz",0,"Neutral","Neutral","Anticipation",0,2,0,0,1,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.35978835978836
362,"Geez what a busy afternoon. Meetings, emails, meetings and email and more meetings. 6pm and the day is still going! Ah its dark and","geez what a busy afternoon meetings emails meetings and email and more meetings 6pm and the day is still going! ah its dark and",2026-12-28,"jiriteach",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,0,"Genuine",0.75,"High",1,0.413978494623656
363,"DANG!!! ANOTHER SPRING BREAK!!!  HOW COOL IS THAT???  TOO BAD I HAVE TO WORK ALL WEEK  OH WELL, MORE MONEY FOR A PHONE.  ttyl EVERBODY!!!","dang!!! another spring break!!! how cool is that??? too bad i have to work all week oh well more money for a phone ttyl everbody!!!",2026-12-29,"gildardomunoz",-1,"Negative","Mild Negative","Anger",2,1,1,1,1,1,2,1,FALSE,50,"Genuine",0.8,"High",2,0.33879781420765
364,"@Sara_Kate Im afraid too  ( ur reply about uni from ages ago","im afraid too ur reply about uni from ages ago",2026-12-30,"Arneenxx",0,"Neutral","Neutral","Fear",0,0,0,1,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.375757575757576
365,"feeling down","feeling down",2026-12-31,"thegeach",0,"Neutral","Neutral","Anger",1,1,1,1,1,1,1,1,FALSE,0,"Genuine",0.8,"High",3,0.34640522875817
366,"@CarVin1 lol they are some emotional ass men!! Omg all this late night eating.. Both of us are broke","lol they are some emotional ass men!! omg all this late night eating both of us are broke",2027-01-01,"SummerJSanders",0,"Neutral","Neutral","Sadness",0,0,0,1,0,2,0,0,FALSE,25,"Genuine",0.8,"High",1,0.367231638418079
367,"@nick_carter Aww Nick!! I like your hair longer, why did you cut it off?  Break. My. Heart.","aww nick!! i like your hair longer why did you cut it off? break my heart",2027-01-02,"bsbnumber1fan",0,"Neutral","Neutral","Surprise",0,0,0,0,0,0,1,0,FALSE,12.5,"Genuine",0.8,"High",3,0.339080459770115
368,"wonder if Jon lost the net","wonder if jon lost the net",2027-01-03,"veronica78",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,0,"Genuine",1,"High",2,0.345679012345679
369,"Wow. The most depressing thing in the world is losing a video that you've created in a matter of seconds.  #FML","wow the most depressing thing in the world is losing a video that you've created in a matter of seconds fml",2027-01-04,"raymondroman",0,"Neutral","Neutral","Sadness",1,0,1,0,0,2,0,0,FALSE,12.5,"Genuine",1,"High",3,0.371584699453552
370,"@nchokkan https://www.mycomicshop.com/search?TID=395031 But all says not in stock","but all says not in stock",2027-01-05,"KishoreK",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,"Genuine",1,"High",3,0.33974358974359
371,"@Poohpot lmao im sorry poohpot i ate it all!","lmao im sorry poohpot i ate it all!",2027-01-06,"julez4",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.352201257861635
372,"Any chance  Softbelly (for @MTUB) isn't loud?","any chance softbelly for isn't loud?",2027-01-07,"aeoth",0,"Neutral","Neutral","Surprise",0,0,0,0,0,0,1,0,FALSE,12.5,"Genuine",1,"High",2,0.352201257861635
373,"Time to move my posterior  and lose some fat. My articulation are creaking so no more running  but I�m drool for some swimming","time to move my posterior and lose some fat my articulation are creaking so no more running but i m drool for some swimming",2027-01-08,"cristiana346",0,"Neutral","Neutral","Disgust",1,1,3,1,0,2,1,0,FALSE,12.5,"Genuine",1,"High",1,0.351190476190476
374,"listening to nathan cry....","listening to nathan cry",2027-01-09,"smileygab",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,0,"Genuine",1,"High",1,0.358974358974359
375,"today sucked. I'm gonna die without chris and callum!  wahhh!","today sucked i'm gonna die without chris and callum! wahhh!",2027-01-10,"kyljadeee",0,"Neutral","Neutral","Fear",0,0,0,1,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.369047619047619
376,"STOU site not update, no info about 2/2552 exam, and open course, I must wait for mail notices and doc. um...","stou site not update no info about exam and open course i must wait for mail notices and doc um",2027-01-11,"mementototem",0,"Neutral","Neutral","Anticipation",0,2,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.394444444444444
377,"@ohsbrat30...I'm sorry. I'm feeling kinda yucky myself. 5am is going to come too quick","i'm sorry i'm feeling kinda yucky myself 5am is going to come too quick",2027-01-12,"jcknox80",0,"Neutral","Neutral","Anger",1,1,1,1,1,1,1,1,FALSE,12.5,"Genuine",1,"High",1,0.39766081871345
378,"is in love with scrappy and is missin him already","is in love with scrappy and is missin him already",2027-01-13,"scrappysgirl",1,"Positive","Mild Positive","Joy",0,0,0,0,1,0,0,0,FALSE,0,"Genuine",1,"High",3,0.352201257861635
379,"wants to hear @seblefebvre 's song but myspace is messing with me","wants to hear 's song but myspace is messing with me",2027-01-14,"lindilej",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.364197530864198
380,"Bad news was Dad has cancer and is dying   Good news new business started and  I am now a life coach practising holistic weight management","bad news was dad has cancer and is dying good news new business started and i am now a life coach practising holistic weight management",2027-01-15,"ArtyGreig",0,"Neutral","Neutral","Disgust",3,2,4,4,2,4,2,4,FALSE,0,"Genuine",1,"High",3,0.37948717948718
381,"@duchess_rebecca Man... intervention is soo sad","man intervention is soo sad",2027-01-16,"collegepolitico",-1,"Negative","Mild Negative","Sadness",0,0,0,0,0,1,0,0,FALSE,0,"Genuine",1,"High",1,0.352201257861635
382,"HELP! I need a new boyfriend... I'm stuck in a rut","help! i need a new boyfriend i'm stuck in a rut",2027-01-17,"vmethod",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.369047619047619
383,"I feel like a complete idiot. I'm the only one who doesn't get how this shit works  help me","i feel like a complete idiot i'm the only one who doesn't get how this shit works help me",2027-01-18,"ForeverYours__",0,"Neutral","Neutral","Disgust",1,0,2,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.344444444444444
384,"Saw an ad on Craigslist for a casting call for a female host on G4. I was totally psyched! But realized it was a hoax","saw an ad on craigslist for a casting call for a female host on g4 i was totally psyched! but realized it was a hoax",2027-01-19,"SuperSteff",0,"Neutral","Neutral","Anger",1,0,1,0,0,1,1,0,FALSE,25,"Genuine",0.75,"High",2,0.351190476190476
385,"Pepperoni rolls in L.A.?: I called Valentino's - they said that they had sausage rolls but no pepperoni rolls  http://tinyurl.com/cec5ka","pepperoni rolls in l a ? i called valentino's they said that they had sausage rolls but no pepperoni rolls",2027-01-20,"LAbite",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",0.75,"High",2,0.375757575757576
386,"@soillodge yes, it will be. it's only Monday","yes it will be it's only monday",2027-01-21,"satori",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.352201257861635
387,"i want the new GG episode already","i want the new gg episode already",2027-01-22,"InaVill",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.345679012345679
388,"I miss watching Rocko's Modern Life.","i miss watching rocko's modern life",2027-01-23,"chordsontheline",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.345679012345679
389,"RIP Sandra....its so sad    how can someone do something like that??","rip sandra its so sad how can someone do something like that??",2027-01-24,"aficure",-1.5,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,25,"Genuine",1,"High",2,0.380116959064328
390,"Keeping my fingers crossed for my buddy    He is not feeling well.","keeping my fingers crossed for my buddy he is not feeling well",2027-01-25,"Jesilynj",0,"Neutral","Neutral","Anticipation",1,2,1,1,2,1,1,2,FALSE,0,"Genuine",1,"High",1,0.351190476190476
391,"Wait should I eat?? Or be skinny for vegas!! I'm hungry!","wait should i eat?? or be skinny for vegas!! i'm hungry!",2027-01-26,"cristinesantos",0,"Neutral","Neutral","Anticipation",0,2,0,0,0,0,0,0,FALSE,12.5,"Genuine",0.8,"High",3,0.345679012345679
392,"@Marge_Inovera I tried tweetdeck once and I hated it with a passion. Or it hated me, I'm not sure...","i tried tweetdeck once and i hated it with a passion or it hated me i'm not sure",2027-01-27,"marodi",2,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,0,1,FALSE,0,"Genuine",1,"High",3,0.345679012345679
393,"@benackerman BTW my iPhone is acting funny, dying quickly and freezing and BS.  I'm not admitting anything, just sayin","btw my iphone is acting funny dying quickly and freezing and bs i'm not admitting anything just sayin",2027-01-28,"jeanyah",0,"Neutral","Neutral","Anger",1,0,1,1,0,1,0,0,FALSE,12.5,"Genuine",1,"High",2,0.361111111111111
394,"Sitting here wondering why &quot;ED&quot; still has such a strong hold on me","sitting here wondering why quot ed quot still has such a strong hold on me",2027-01-29,"Mati_UOIT",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.345029239766082
395,"@bananaface IM SORRY I GOT YOU SICK.  lol. going to bed too. NIGHT!","im sorry i got you sick lol going to bed too night!",2027-01-30,"livetosingxo",0,"Neutral","Neutral","Disgust",0,0,1,0,0,1,0,0,FALSE,25,"Genuine",1,"High",1,0.380116959064328
396,"@carolrainbow no Internet at home, have to drive into Ox to use Internet because of builders!","no internet at home have to drive into ox to use internet because of builders!",2027-01-31,"simaino",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.351190476190476
397,"@Steve_Buscemi the weather in Canada is freezing","the weather in canada is freezing",2027-02-01,"Meg_Andruschak",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.352201257861635
398,"twiggassssssss I been out of range all day  I'm back now and hopefully for good.","twiggassssssss i been out of range all day i'm back now and hopefully for good",2027-02-02,"Amilliemills",1,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,1,1,FALSE,0,"Genuine",1,"High",1,0.357575757575758
400,"anyone who reads this pray for my Grandma. She's in pain","anyone who reads this pray for my grandma she's in pain",2027-02-04,"missolivee",0,"Neutral","Neutral","Fear",0,1,0,2,1,1,1,1,FALSE,0,"Genuine",1,"High",2,0.351190476190476
401,"#3 woke up and was having an accident - &quot;It's pushing, it's pushing!&quot; he was crying because he couldn't stop from wetting his pants.","woke up and was having an accident quot it's pushing it's pushing! quot he was crying because he couldn't stop from wetting his pants",2027-02-05,"nssmom",0,"Neutral","Neutral","Sadness",0,0,0,1,0,2,1,0,FALSE,12.5,"Genuine",1,"High",2,0.339080459770115
402,"Home from Franklin street, I almost jumped over a fire. Someone kicked it before I could.  Jenny lost her shoe.","home from franklin street i almost jumped over a fire someone kicked it before i could jenny lost her shoe",2027-02-06,"qsexy",0,"Neutral","Neutral","Fear",0,0,0,1,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.367231638418079
403,"@johnnybeane hey! you just changed your default.","hey! you just changed your default",2027-02-07,"anaxxx04",0,"Neutral","Neutral","Disgust",0,0,1,1,0,1,0,0,FALSE,0,"Genuine",1,"High",2,0.352201257861635
404,"Finally gave in and was bored enough to start this thing. I think the 140 is going to be a problem for me tho.  its like a myspace status.","finally gave in and was bored enough to start this thing i think the is going to be a problem for me tho its like a myspace status",2027-02-08,"yaaritemuna",-2,"Negative","Mild Negative","Anticipation",0,2,1,1,1,1,1,1,FALSE,0,"Genuine",1,"High",2,0.375661375661376
405,"@ellievolia If oooonly we were really so lucky, eh? And awh  Definitely too early for work.","if oooonly we were really so lucky eh? and awh definitely too early for work",2027-02-09,"silverytides",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,1,0,FALSE,0,"Genuine",1,"High",2,0.369047619047619
406,"buttload of homework!","buttload of homework!",2027-02-10,"valthatgal",0,"Neutral","Neutral","Fear",0,0,0,1,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.33974358974359
407,"needs another copy of visual studio 2008","needs another copy of visual studio",2027-02-11,"f8al",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.382716049382716
408,"why to we, the only school in the world, be in this week.My school is silly  anyway... look on the bright side. When i'm off, u will be in","why to we the only school in the world be in this week my school is silly anyway look on the bright side when i'm off u will be in",2027-02-12,"lizziehalfpenny",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,1,FALSE,0,"Genuine",0.75,"High",3,0.344444444444444
409,"omg i've an economics test. and i dont know all the things i have to know and omg im gonna fail","omg i've an economics test and i dont know all the things i have to know and omg im gonna fail",2027-02-13,"Daniiej",1,"Positive","Mild Positive","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.361111111111111
410,"@robcthegeek Once upon a time Hundred Islands was the pride of Philippine tourism, but coral/clam/rare fish poaching did it in. Kinda sad","once upon a time hundred islands was the pride of philippine tourism but coral clam rare fish poaching did it in kinda sad",2027-02-14,"LaTtEX",-1,"Negative","Mild Negative","Anger",1,1,1,1,1,1,0,0,FALSE,12.5,"Genuine",1,"High",1,0.369047619047619
411,"@Henkuyinepu yeah, apparently i have really bad taste","yeah apparently i have really bad taste",2027-02-15,"wireandroses",-1.5,"Negative","Mild Negative","Anger",1,0,1,1,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.357575757575758
412,"@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out.","i know! i was really surprised since everyone recommends them on youtube i have to call them tomorrow and figure it all out",2027-02-16,"EricaLeigh777",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,1,0,FALSE,25,"Genuine",0.75,"High",3,0.350282485875706
413,"Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?!  I just want to sleep..","waiting at the airport for my ride while i get harassed by men trying to sell me ugly hats why me?! i just want to sleep",2027-02-17,"dini123",0,"Neutral","Neutral","Anticipation",0,1,1,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.355191256830601
414,"i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK","i left my ids at the location and now i can not go out to bars fuckkkkkkkkkkkkk",2027-02-18,"danadearmond",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.357575757575758
415,"@celycarmo i'm sorry I don't understand your last comment","i'm sorry i don't understand your last comment",2027-02-19,"digitales",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.357575757575758
416,"@OfficialRandL when is the announcement? i stayed up late last night","when is the announcement? i stayed up late last night",2027-02-20,"_emmajane_",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,1,0,0,FALSE,0,"Genuine",1,"High",1,0.364197530864198
417,"@KishoreK this is strange, illegal torrents avlbl everywhere, legal DVD not in stock  What do I do now???","this is strange illegal torrents avlbl everywhere legal dvd not in stock what do i do now???",2027-02-21,"nchokkan",0,"Neutral","Neutral","Anger",1,0,1,1,0,1,0,1,FALSE,37.5,"Genuine",1,"High",1,0.380116959064328
418,"ITS NOT ENOUGH TO SAY THAT IMISS U","its not enough to say that imiss u",2027-02-22,"dmjc",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.33974358974359
419,"This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS","this trolley has up packed in like sardines! padre game and they remove a car?! good call mts",2027-02-23,"FuzzyPandaButt",1,"Positive","Mild Positive","Anger",1,1,0,1,1,1,1,1,FALSE,12.5,"Genuine",1,"High",1,0.362573099415205
420,"@RandomlyNat Jeez, I was just trying to help  Haha.","jeez i was just trying to help haha",2027-02-24,"VictoriaBahar",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.357575757575758
421,"@SupaMagg that happened to me saturday night. along with my glittery green lighter!","that happened to me saturday night along with my glittery green lighter!",2027-02-25,"beccaomgz",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,1,FALSE,0,"Genuine",1,"High",1,0.351190476190476
422,"trying to reduce the number of cigarettes in each day!","trying to reduce the number of cigarettes in each day!",2027-02-26,"Sarinluck",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.333333333333333
423,"yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to","yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to",2027-02-27,"Kayla_Ann09",1.5,"Positive","Mild Positive","Sadness",1,1,1,1,0,2,1,0,FALSE,12.5,"Genuine",0.75,"High",2,0.344444444444444
424,"gotta do my cooking assignment  its too hard","gotta do my cooking assignment its too hard",2027-02-28,"AimeePonticello",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.345679012345679
425,"@treesahquiche okay, about the applepears, I've talked to a few people and they've ALL had them before. No one ever told me, never","okay about the applepears i've talked to a few people and they've all had them before no one ever told me never",2027-03-01,"jkenneth",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,37.5,"Genuine",1,"High",2,0.367231638418079
