"id","original_text","text","date","user","sentiment_score","polarity","intensity","dominant_emotion","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","is_sarcasm","sarcasm_confidence","topic","topic_probability"
1267,"hi steven! man it's only been a week and i'm already behind on school work","hi steven! man it's only been a week and i'm already behind on school work",2009-04-06,"Angie_Li",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,12.5,5,0.232142857142857
1268,"thanks so much","thanks so much",2009-04-06,"mariabelle",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.211538461538462
1269,"goodnight","goodnight",2009-04-06,"timTech",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.215686274509804
1270,"just created this account looking around","just created this account looking around",2009-04-06,"prettybabyxxiii",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,5,0.218181818181818
1271,"lost and it was st ignacius prepatory school haha","lost and it was st ignacius prepatory school haha",2009-04-06,"missmadison",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,1,FALSE,12.5,5,0.207547169811321
1272,"trying something new new job new hopes dreams","trying something new new job new hopes dreams",2009-04-06,"amythestari",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.258620689655172
1273,"yes sure did","yes sure did",2009-04-06,"pursebuzz",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.211538461538462
1274,"neat! red cross amp red crescent red lion with sun that one was withdrawn unity i stand with them","neat! red cross amp red crescent red lion with sun that one was withdrawn unity i stand with them",2009-04-06,"carolARC",0,"Neutral","Neutral","Fear",1,1,0,2,1,1,1,2,FALSE,0,5,0.222222222222222
1275,"i totally forgot we were going to do fisheye 2night what u doing thursday btw i'm so late with the hills lol","i totally forgot we were going to do fisheye 2night what u doing thursday btw i'm so late with the hills lol",2009-04-06,"CuriousLifeofGA",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,25,3,0.23728813559322
1276,"if only i didn't work an evening night job","if only i didn't work an evening night job",2009-04-07,"jennyjenjen",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,2,0.236363636363636
1277,"k i'll try to figure it out i'm gonna go to bed night night","k i'll try to figure it out i'm gonna go to bed night night",2009-04-06,"Mike_Brenner",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,3,0.245614035087719
1278,"sending last documents to accountant almost there","sending last documents to accountant almost there",2009-04-07,"clopin",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,5,0.203703703703704
1279,"there are people we don't like it? they must be very strange people re","there are people we don't like it? they must be very strange people re",2009-04-07,"gbierman",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.214285714285714
1280,"sorry i should say that this vid hits you hard please beware the last minutes especially","sorry i should say that this vid hits you hard please beware the last minutes especially",2009-04-07,"paul_steele",-1,"Negative","Mild Negative","Anticipation",0,1,0,1,0,0,0,0,FALSE,0,3,0.220338983050847
1281,"thanks for putting me on your coolest design cats list","thanks for putting me on your coolest design cats list",2009-04-07,"mister_jones",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.232142857142857
1282,"sorry it wasn't wrath of khan but we made do","sorry it wasn't wrath of khan but we made do",2009-04-06,"Jenn_Brown",0,"Neutral","Neutral","Fear",1,0,0,2,0,0,0,1,FALSE,12.5,4,0.226415094339623
1283,"just saw little and huge stingray in foot deep water off catseye beach at low tide no turtles yet","just saw little and huge stingray in foot deep water off catseye beach at low tide no turtles yet",2009-04-07,"gregacious",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,0,FALSE,0,1,0.229508196721311
1284,"i'm going to put myself out of this misery and go to freakin bed ugh","i'm going to put myself out of this misery and go to freakin bed ugh",2009-04-07,"salvadylan",0,"Neutral","Neutral","Anger",1,0,1,1,0,1,0,0,FALSE,0,3,0.218181818181818
1285,"hmmm sounds like a real dilemma in the baker household","hmmm sounds like a real dilemma in the baker household",2009-04-06,"Yolanda_S",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,5,0.236363636363636
1286,"foot is out of commission ouch! running this morning did not help not smart","foot is out of commission ouch! running this morning did not help not smart",2009-04-06,"barbyang",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,3,0.245614035087719
1287,"i am bored","i am bored",2009-04-06,"Toyia1",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.215686274509804
1288,"yea i remember it","yea i remember it",2009-04-06,"CelebrityPrince",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.211538461538462
1289,"we're going to post some stories manually due to twitterfeed problem that's why we've been so quiet lately","we're going to post some stories manually due to twitterfeed problem that's why we've been so quiet lately",2009-04-06,"thejakartaglobe",-1.5,"Negative","Mild Negative","Sadness",0,0,0,1,0,2,0,0,FALSE,12.5,1,0.23728813559322
1290,"jubilee line to canning town then dlr to custom house takes 25mins","jubilee line to canning town then dlr to custom house takes 25mins",2009-04-07,"Whatleydude",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,1,0,FALSE,0,5,0.214285714285714
1291,"i'm doing the time warp without you and am sad","i'm doing the time warp without you and am sad",2009-04-06,"patrogersisgod",-1,"Negative","Mild Negative","Anger",1,1,0,0,0,1,0,0,FALSE,0,4,0.207547169811321
1292,"about to dash again! this is what happens when you sleep all day you have to party all night","about to dash again! this is what happens when you sleep all day you have to party all night",2009-04-06,"SGZ",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.218181818181818
1293,"ok bed time i wish i didn't have an exam on thursday otherwise i would just go around harassing people to vote! lol night guys!","ok bed time i wish i didn't have an exam on thursday otherwise i would just go around harassing people to vote! lol night guys!",2009-04-06,"xxStephy",0,"Neutral","Neutral","Anger",2,2,0,0,1,1,1,1,FALSE,25,3,0.25
1294,"awwh babs you look so sad underneith that shop entrance of quot yesterday's musik quot o i like the look of the new transformer movie","awwh babs you look so sad underneith that shop entrance of quot yesterday's musik quot o i like the look of the new transformer movie",2009-04-06,"DjGundam",-1.5,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.242424242424242
1295,"shazzam vivvid is ! go wemb","shazzam vivvid is ! go wemb",2009-04-06,"tempeste",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,0,0
1296,"ow ow ow tummy ache too much candy i never learn","ow ow ow tummy ache too much candy i never learn",2009-04-07,"sakerinha",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,12.5,5,0.214285714285714
1297,"just realized im talking to no one","just realized im talking to no one",2009-04-07,"Pinklovz21",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.222222222222222
1298,"catching up on emails rss and random bacn then i'm cutting out early tonight 30pm to have dinner with","catching up on emails rss and random bacn then i'm cutting out early tonight 30pm to have dinner with",2009-04-06,"adamjackson",0,"Neutral","Neutral","Anger",1,0,1,1,0,1,0,0,FALSE,0,5,0.228070175438596
1299,"ads not yet appeared google adsense team said it may delay hrs on","ads not yet appeared google adsense team said it may delay hrs on",2009-04-07,"hungsika",0,"Neutral","Neutral","Anger",1,0,1,1,0,1,0,1,FALSE,0,5,0.224137931034483
1300,"on a diet woke up 2day hungry","on a diet woke up 2day hungry",2009-04-06,"sasi263",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,4,0.240740740740741
1301,"woke up at 6am far too early more coffee then","woke up at 6am far too early more coffee then",2009-04-06,"bookshopgirl212",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.203703703703704
1302,"what do don't think ily?? nawwww","what do don't think ily?? nawwww",2009-04-06,"AliceAguera",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,5,0.207547169811321
1303,"four more days till i get to see the girlfriend","four more days till i get to see the girlfriend",2009-04-06,"SuburbianMike",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.25
1304,"hope tomorrow is a nice day","hope tomorrow is a nice day",2009-04-07,"SenoritaJess",1,"Positive","Mild Positive","Anticipation",0,2,0,0,1,0,1,1,FALSE,0,3,0.222222222222222
1305,"sorry i guess sarcasm is hard to show in characters","sorry i guess sarcasm is hard to show in characters",2009-04-07,"amcpodcast",-1,"Negative","Mild Negative","Anger",1,0,1,0,0,1,1,1,FALSE,0,1,0.232142857142857
1306,"is not going to sleep tonite","is not going to sleep tonite",2009-04-06,"supersharayah",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.226415094339623
1307,"missing my boyfriend who im on the phone with but its just not the same tweet","missing my boyfriend who im on the phone with but its just not the same tweet",2009-04-07,"Anastasia69",0,"Neutral","Neutral","Fear",0,0,0,1,0,1,0,0,FALSE,12.5,4,0.218181818181818
1308,"lemme pour u some hot tea with some honey talk to me woman!","lemme pour u some hot tea with some honey talk to me woman!",2009-04-07,"Shugsss",0,"Neutral","Neutral","Anger",1,0,0,0,0,0,0,0,FALSE,0,1,0.232142857142857
1309,"now if i could get to san diego the same night i could celebrate it twice lol thanks","now if i could get to san diego the same night i could celebrate it twice lol thanks",2009-04-06,"PSiege1",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,3,0.220338983050847
1310,"good morning you stop ignoring me just cos i said i like cough take that am very sad now boo hoo!","good morning you stop ignoring me just cos i said i like cough take that am very sad now boo hoo!",2009-04-06,"craftymaddie",0,"Neutral","Neutral","Anticipation",0,1,1,0,1,0,1,1,FALSE,0,1,0.238095238095238
1311,"your welcome bestie whats up hunz?","your welcome bestie whats up hunz?",2009-04-06,"MariaJonas09",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,3,0.226415094339623
1312,"i just got a text from sarah","i just got a text from sarah",2009-04-06,"Drama_Queen101",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.226415094339623
1313,"but but but i wanna listen to the masters too!","but but but i wanna listen to the masters too!",2009-04-06,"TGaucho",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,4,0.207547169811321
1314,"just won on unc game","just won on unc game",2009-04-06,"Ryanjoh",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.259259259259259
1315,"welcome! have a nice twe day","welcome! have a nice twe day",2009-04-07,"sangfroid",1,"Positive","Mild Positive","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.226415094339623
1316,"oh god ow that must have hurt like a bitch","oh god ow that must have hurt like a bitch",2009-04-07,"TheGrottoTweets",-1,"Negative","Mild Negative","Fear",2,1,1,3,1,2,0,1,FALSE,0,5,0.218181818181818
1317,"ugh back to dollar fill ups at the pump","ugh back to dollar fill ups at the pump",2009-04-07,"tyrannos00r",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,3,0.218181818181818
1318,"that s bad","that s bad",2009-04-06,"aragorn_elessar",-1,"Negative","Mild Negative","Anger",1,0,1,1,0,1,0,0,FALSE,0,2,0.215686274509804
1319,"so let's make it right!","so let's make it right!",2009-04-06,"kelseyguenther",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.226415094339623
1320,"if im following u its mandatory u follow me","if im following u its mandatory u follow me",2009-04-06,"shiggz",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.211538461538462
1321,"i've never seen that movie but i like the quote","i've never seen that movie but i like the quote",2009-04-07,"courrtneyyy",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,1,0,FALSE,25,3,0.214285714285714
1322,"thinking of pay day another weeks to go lol","thinking of pay day another weeks to go lol",2009-04-07,"D3vilishAngel",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,12.5,5,0.214285714285714
1323,"today was super fun and we tried new things plus we have future hangout buddies","today was super fun and we tried new things plus we have future hangout buddies",2009-04-07,"missenaliz",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,0,FALSE,0,4,0.220338983050847
1324,"going to be bye bye people!","going to be bye bye people!",2009-04-07,"iLoveube",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,4,0.222222222222222
1325,"damn right the grill is always open down here","damn right the grill is always open down here",2009-04-06,"oilman",0,"Neutral","Neutral","Anger",1,0,1,0,0,0,0,0,FALSE,12.5,4,0.222222222222222
1326,"quite tearful today but i laughed a lot also to put it simply","quite tearful today but i laughed a lot also to put it simply",2009-04-06,"_saffron",0,"Neutral","Neutral","Disgust",0,0,1,1,0,1,0,0,FALSE,12.5,2,0.245614035087719
1327,"what happens if you're late for tm? who's your 'backup' these days? or will fern wing it??","what happens if you're late for tm? who's your 'backup' these days? or will fern wing it??",2009-04-07,"ramonatwork",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,25,5,0.228070175438596
1328,"volunteer for the hunch beta invite","volunteer for the hunch beta invite",2009-04-06,"filos",0,"Neutral","Neutral","Anticipation",0,2,0,1,2,0,1,2,FALSE,0,2,0.226415094339623
1329,"too worried and tired to post tonight","too worried and tired to post tonight",2009-04-06,"bluepaintred",-1,"Negative","Mild Negative","Sadness",0,0,0,0,0,1,0,0,FALSE,0,2,0.222222222222222
1330,"we've been good i'm not liking the snow right now was getting used to the nice spring like weather how about you?","we've been good i'm not liking the snow right now was getting used to the nice spring like weather how about you?",2009-04-06,"soulonfire68",-2,"Negative","Mild Negative","Joy",0,1,0,0,2,0,1,2,FALSE,12.5,1,0.274193548387097
1331,"hey i actually won one of my bracket pools! too bad it wasn't the one for money","hey i actually won one of my bracket pools! too bad it wasn't the one for money",2009-04-06,"timdonnelly",-1,"Negative","Mild Negative","Anger",2,1,1,1,1,1,1,1,FALSE,12.5,4,0.275862068965517
1332,"aww i'm so sorry dearyy","aww i'm so sorry dearyy",2009-04-07,"evin_",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.211538461538462
1333,"damnnn! i missed","damnnn! i missed",2009-04-06,"britto819",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.215686274509804
1334,"make sure you dm me if you post a link to that video! lt lol gt so i don't miss it better get permission and blessing first?","make sure you dm me if you post a link to that video! lt lol gt so i don't miss it better get permission and blessing first?",2009-04-06,"toothfairycyber",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,12.5,4,0.229508196721311
1335,"ok i did it hope it works now","ok i did it hope it works now",2009-04-06,"erikazz",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,1,FALSE,0,4,0.226415094339623
1336,"it's just fever","it's just fever",2009-04-07,"tresa_ita",0,"Neutral","Neutral","Fear",0,0,0,1,0,0,0,0,FALSE,12.5,5,0.211538461538462
1337,"i was woken up from a deep sleep just to be let go for mad max not happy and now i can not sleep!","i was woken up from a deep sleep just to be let go for mad max not happy and now i can not sleep!",2009-04-06,"kussenvandeth",1,"Positive","Mild Positive","Anger",1,1,1,1,1,1,0,1,FALSE,0,3,0.233333333333333
1338,"mine is how do you get it up?","mine is how do you get it up?",2009-04-06,"sweisbrot",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.211538461538462
1339,"sigh me too mostly i miss hsnging out with my friends damn growing up p oh yeah i miss being able to spell too lol","sigh me too mostly i miss hsnging out with my friends damn growing up p oh yeah i miss being able to spell too lol",2009-04-06,"rockergirl01820",0,"Neutral","Neutral","Anger",1,0,1,0,0,0,0,0,FALSE,12.5,4,0.241935483870968
1340,"sitting here wondering why quot ed quot still has such a strong hold on me","sitting here wondering why quot ed quot still has such a strong hold on me",2009-04-06,"Mati_UOIT",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.228070175438596
1341,"anybody in atlanta hiring if you are looking for it pro in networking please let me know","anybody in atlanta hiring if you are looking for it pro in networking please let me know",2009-04-06,"rongon87",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.228070175438596
1342,"whats bad abt it? good thing indeed congrats when is the summit","whats bad abt it? good thing indeed congrats when is the summit",2009-04-06,"sh00nya",0,"Neutral","Neutral","Anger",1,1,1,1,1,1,1,1,FALSE,0,3,0.245614035087719
1343,"follow me chris!!","follow me chris!!",2009-04-06,"RoCkThAtThAnG",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,4,0.230769230769231
1344,"too much to do not enough motivation","too much to do not enough motivation",2009-04-06,"brokenempire",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.226415094339623
1345,"i'm melting sighs serendipity is such a sweet sweet movie i love it","i'm melting sighs serendipity is such a sweet sweet movie i love it",2009-04-06,"kaancornelio",1,"Positive","Mild Positive","Joy",0,1,0,0,2,0,1,1,FALSE,0,3,0.245614035087719
1346,"going to bed after a very blessed day today night twits!","going to bed after a very blessed day today night twits!",2009-04-06,"slt23c",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,0,FALSE,0,3,0.228070175438596
1347,"lol nice thanks for translating","lol nice thanks for translating",2009-04-06,"aquaticgal02",1,"Positive","Mild Positive","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,4,0.207547169811321
1348,"it's not as much as i appreciate the information thanks!","it's not as much as i appreciate the information thanks!",2009-04-06,"allisonbh",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.207547169811321
1349,"i wholeheartedly agree with you on that one!","i wholeheartedly agree with you on that one!",2009-04-06,"Scyranth",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.230769230769231
1350,"what is common between chidambaram and george bush ?","what is common between chidambaram and george bush ?",2009-04-07,"bgmahesh",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.222222222222222
1351,"sittin here w kayla i really really reallly dis like having a brother he doesn't know when to stop i'm waiting for the day when one of","sittin here w kayla i really really reallly dis like having a brother he doesn't know when to stop i'm waiting for the day when one of",2009-04-06,"lynea8472",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,12.5,4,0.229508196721311
1352,"struggling hard with inventory","struggling hard with inventory",2009-04-06,"sudheeshu",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.211538461538462
1353,"going to sleep hoping tomorrow is a better day","going to sleep hoping tomorrow is a better day",2009-04-06,"sew_cute",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,5,0.232142857142857
1354,"watching greek cant believe its the last day ill see you guys june ahh","watching greek cant believe its the last day ill see you guys june ahh",2009-04-07,"christeeze",0,"Neutral","Neutral","Anger",1,0,1,1,0,1,0,0,FALSE,0,2,0.245901639344262
1355,"i would've been the first but i didn't have a gun not really though zac snyder's just a doucheclown","i would've been the first but i didn't have a gun not really though zac snyder's just a doucheclown",2009-04-06,"bayofwolves",0,"Neutral","Neutral","Anger",1,0,0,1,0,0,0,0,FALSE,25,4,0.218181818181818
1356,"someone needs to give this baby a home!!! i would but it's a bit too soon","someone needs to give this baby a home!!! i would but it's a bit too soon",2009-04-07,"smabbi",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,0,FALSE,25,2,0.245614035087719
1357,"we haven't heard from her or sha","we haven't heard from her or sha",2009-04-06,"quitthebiz",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.230769230769231
1358,"leave the irreparable past in god's hands and step out into the irresistible future with him!","leave the irreparable past in god's hands and step out into the irresistible future with him!",2009-04-07,"annclavio",0,"Neutral","Neutral","Sadness",0,0,0,1,0,2,1,0,FALSE,0,1,0.218181818181818
1359,"oh no my computer sucks i don't think i'll be able to listen to the xbox fancast tonite","oh no my computer sucks i don't think i'll be able to listen to the xbox fancast tonite",2009-04-06,"JoeJoeCastillo",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,4,0.220338983050847
1360,"sehr sucht","sehr sucht",2009-04-07,"bryan_kavanagh",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,0,0
1361,"it didn't make any sense to me the suicide thing i refuse to believe that that is actually what happened","it didn't make any sense to me the suicide thing i refuse to believe that that is actually what happened",2009-04-06,"megan_rice",0,"Neutral","Neutral","Anger",1,0,0,1,0,1,0,0,FALSE,0,4,0.23728813559322
1362,"great interview! glad to see it","great interview! glad to see it",2009-04-06,"Gracegorham",2,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,0,0,FALSE,0,2,0.222222222222222
1363,"in loveeee lt and it hurts","in loveeee lt and it hurts",2009-04-07,"meLanieee1994",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.215686274509804
1364,"is so anxious for thursday! i can't wait to see mike its been and a half months!","is so anxious for thursday! i can't wait to see mike its been and a half months!",2009-04-07,"YESNYA",0,"Neutral","Neutral","Anticipation",0,2,0,1,0,0,0,0,FALSE,0,2,0.228070175438596
1365,"tweetdeck supports ??????","tweetdeck supports ??????",2009-04-06,"vadakkoodan",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,2,0.215686274509804
1366,"if you're talking chapel street then try borscht vodka amp tears on corner of chapel and high st or globe at chapel st","if you're talking chapel street then try borscht vodka amp tears on corner of chapel and high st or globe at chapel st",2009-04-06,"vicvg",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.23728813559322
1367,"but i cant figure out how to get there back pay for a hotel etc","but i cant figure out how to get there back pay for a hotel etc",2009-04-06,"drtaru",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,12.5,2,0.263157894736842
1368,"had a really good day off to do some shoppping","had a really good day off to do some shoppping",2009-04-06,"eicmc",1.5,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,1,1,FALSE,0,2,0.226415094339623
1369,"struggling with eam law","struggling with eam law",2009-04-06,"lahood19",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,3,0.211538461538462
1370,"good luck girl","good luck girl",2009-04-06,"yanetayala",1,"Positive","Mild Positive","Anticipation",0,2,0,0,2,0,2,1,FALSE,0,3,0.226415094339623
1371,"work and then quot school quot","work and then quot school quot",2009-04-06,"prefu74",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,0,3,0.222222222222222
1372,"o have too much on my mind and is trying to write it all down so maybe i can get some sleep before class it's not really working","o have too much on my mind and is trying to write it all down so maybe i can get some sleep before class it's not really working",2009-04-07,"maraem",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,5,0.229508196721311
1373,"i'm so tired have to get up and go in to school during holidays for the 3rd time xxx","i'm so tired have to get up and go in to school during holidays for the 3rd time xxx",2009-04-06,"stevierockall",-1.5,"Negative","Mild Negative","Anticipation",0,1,0,0,0,0,0,1,FALSE,0,3,0.232142857142857
1374,"just threw up all over the bathroom not fun","just threw up all over the bathroom not fun",2009-04-07,"bri2003",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,0,FALSE,0,4,0.222222222222222
1375,"or c possible today nice","or c possible today nice",2009-04-06,"kallidice",1,"Positive","Mild Positive","Neutral",0,0,0,0,0,0,0,0,FALSE,0,4,0.207547169811321
1376,"i hate when software update downloads updates without telling me i never know what's downloading when it is","i hate when software update downloads updates without telling me i never know what's downloading when it is",2009-04-06,"Skooj",1,"Positive","Mild Positive","Anger",1,0,1,1,0,1,0,0,FALSE,12.5,4,0.229508196721311
1377,"wha so now its 4gb! yay! haha no more laggy computers! but my mba cannot upgrade","wha so now its 4gb! yay! haha no more laggy computers! but my mba cannot upgrade",2009-04-06,"shimmershone",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,5,0.218181818181818
1378,"good to hear that we have support in netbeans but then its netbeans you know","good to hear that we have support in netbeans but then its netbeans you know",2009-04-06,"kow_shik",1,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,1,1,FALSE,12.5,5,0.203703703703704
1379,"scroll back a few hours you missed a whole lotta jon","scroll back a few hours you missed a whole lotta jon",2009-04-07,"Saphyre1969",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,3,0.218181818181818
1380,"yummy caramel latte goodness mum you've got me onto something here!! lol","yummy caramel latte goodness mum you've got me onto something here!! lol",2009-04-07,"weaslie",0,"Neutral","Neutral","Anticipation",0,1,0,1,1,0,1,1,FALSE,25,4,0.23728813559322
1381,"that's a lot of people for sure!","that's a lot of people for sure!",2009-04-06,"ABabyBlueEyes",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.240740740740741
1382,"o just hit my elbow really hard on a door","o just hit my elbow really hard on a door",2009-04-07,"salogel42",-1.5,"Negative","Mild Negative","Anger",2,0,0,0,0,0,0,0,FALSE,0,4,0.218181818181818
1383,"is missing his favourite friend","is missing his favourite friend",2009-04-07,"cootified",0,"Neutral","Neutral","Fear",0,0,0,1,1,1,0,1,FALSE,0,3,0.226415094339623
1384,"im eating a chocolate crakle i bet you all are jelous its a mini party","im eating a chocolate crakle i bet you all are jelous its a mini party",2009-04-06,"chlostick",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,0,2,0.218181818181818
1385,"today is the day can t wait to see you jacqui can t stop singing lady gaga s poker face it s addictive xd last day of school today!","today is the day can t wait to see you jacqui can t stop singing lady gaga s poker face it s addictive xd last day of school today!",2009-04-06,"Sofii92",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,1,FALSE,0,2,0.253731343283582
1386,"omg i've an economics test and i dont know all the things i have to know and omg im gonna fail","omg i've an economics test and i dont know all the things i have to know and omg im gonna fail",2009-04-06,"Daniiej",1,"Positive","Mild Positive","Neutral",0,0,0,0,0,0,0,0,FALSE,0,1,0.327868852459016
1387,"my luck i'd probably get stopped by a cop or something stupid!","my luck i'd probably get stopped by a cop or something stupid!",2009-04-07,"Goldae",0,"Neutral","Neutral","Anticipation",0,1,0,1,1,0,1,1,FALSE,0,5,0.214285714285714
1388,"is really sad and doesn't really know y!!??!!!","is really sad and doesn't really know y!!??!!!",2009-04-06,"vebitaa",-2,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,4,0.218181818181818
1389,"i don't want to walk home in this snow who wants to pick me up?","i don't want to walk home in this snow who wants to pick me up?",2009-04-06,"la_discoteca",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,2,0.228070175438596
1390,"lol honeybaby i sound like a ny quil commercial that word only looks right with a green background i want to sleep but i can't","lol honeybaby i sound like a ny quil commercial that word only looks right with a green background i want to sleep but i can't",2009-04-07,"babyhoney73",0,"Neutral","Neutral","Trust",0,0,0,0,1,0,0,2,FALSE,25,1,0.258064516129032
1391,"we're growing grass this easter what have you done? go green remember this is our one and only home","we're growing grass this easter what have you done? go green remember this is our one and only home",2009-04-06,"blackkoi22",0,"Neutral","Neutral","Joy",0,0,0,0,1,0,0,1,FALSE,0,5,0.224137931034483
1392,"is last day of uni tomorrow","is last day of uni tomorrow",2009-04-07,"alanasue",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,2,0.222222222222222
