"id","date","user","source","original_text","text","ground_truth","final_sentiment","sentiment_score","polarity","intensity","dominant_emotion","emotion_intensity","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","is_sarcasm","sarcasm_label","sarcasm_confidence"
1593,2009-04-07,"jvdmeulen","Sentiment140","#php gives me a segfault with a preg_split ","php gives me a segfault with a preg split","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1594,2009-04-06,"fats","Sentiment140","they killed off a character on one of my favorite shows and now i'm upset ","they killed off a character on one of my favorite shows and now i'm upset","Negative","Negative",-1,"Negative","Mild Negative","Anger",4,1,0,0,0,1,1,0,1,FALSE,"Non-Sarcastic",0
1595,2009-04-06,"BrianG2k","Sentiment140","@lilbucknuts41 not an option ","not an option","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1596,2009-04-07,"anacarmela","Sentiment140","is sad because there was another earthquake in italy.. ","is sad because there was another earthquake in italy","Negative","Negative",-1,"Negative","Mild Negative","Anger",4,1,0,0,1,0,1,1,0,FALSE,"Non-Sarcastic",0
1597,2009-04-07,"ForeverYours__","Sentiment140","I'm in a David Bowie mood  I feel like watching Labyrinth!!! Sexiest GOBLIN KING I've ever seen. CLASSIC!","i'm in a david bowie mood i feel like watching labyrinth!!! sexiest goblin king i've ever seen classic!","Positive","Positive",0,"Neutral","Neutral","Anticipation",3,0,1,1,1,0,0,0,0,FALSE,"Non-Sarcastic",50
1598,2009-04-07,"NoboDev","Sentiment140","just found his iPod! ","just found his ipod!","Positive","Positive",0,"Neutral","Neutral","Joy",2,0,0,0,0,1,0,0,1,FALSE,"Non-Sarcastic",0
1599,2009-04-07,"maxdman","Sentiment140",".. This response from Support is blatantly untrue, fake accounts are shut down all the time!  And it contradicts their own Terms too.  ","this response from support is blatantly untrue fake accounts are shut down all the time! and it contradicts their own terms too","Negative","Negative",-1,"Negative","Mild Negative","Anticipation",2,0,1,0,0,0,0,0,1,FALSE,"Non-Sarcastic",0
1600,2009-04-06,"pauloelias","Sentiment140","@brandiei thanks! Finally something that I can smile about ","thanks! finally something that i can smile about","Positive","Positive",0,"Neutral","Neutral","Joy",8,0,1,1,0,2,0,2,2,FALSE,"Non-Sarcastic",0
1601,2009-04-07,"nrotschafer","Sentiment140","@yayfuckbuddies haha I would but you won't ","haha i would but you won't","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",25
1602,2009-04-06,"RebeccaLange","Sentiment140","@michaelgrainger *huggs* back...but I think you are the most hugged man on twitter! ","huggs back but i think you are the most hugged man on twitter!","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
1603,2009-04-06,"Saresa","Sentiment140","@Kenichan close, but no cigar.  banana-toffee ","close but no cigar banana toffee","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
1604,2009-04-07,"silver378","Sentiment140","@babybazooka i do too...but it's hard ","i do too but it's hard","Negative","Negative",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
1605,2009-04-06,"MissPassion","Sentiment140","@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow ","ehhh don't weather's gonna take a turn for the ugly tomorrow","Negative","Negative",0,"Neutral","Neutral","Anticipation",2,0,1,1,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
1606,2009-04-07,"stripeboy","Sentiment140","just found that if I use Windows 7 to browse twitter.com, the firewall software will automatically turns off, and the PC hangs. ","just found that if i use windows to browse twitter com the firewall software will automatically turns off and the pc hangs","Negative","Negative",0,"Neutral","Neutral","Joy",2,0,0,0,0,1,0,0,1,FALSE,"Non-Sarcastic",0
1607,2009-04-07,"roxycraft","Sentiment140","@maryjanesattic I just got it! I am super stoked! And Chilly is all your if you want it  woot! Glad I stayed up!","i just got it! i am super stoked! and chilly is all your if you want it woot! glad i stayed up!","Positive","Positive",1,"Positive","Mild Positive","Anticipation",2,0,1,0,0,1,0,0,0,FALSE,"Non-Sarcastic",0
1608,2009-04-06,"Syppress","Sentiment140","@winggato no free comp lol ","no free comp lol","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
1609,2009-04-06,"jsvendsen19","Sentiment140","done with &quot;The Hills&quot;......have the flu....I think? But I need a smoke. LOL. ","done with quot the hills quot have the flu i think? but i need a smoke lol","Positive","Positive",0,"Neutral","Neutral","Fear",1,0,0,0,1,0,0,0,0,FALSE,"Non-Sarcastic",37.5
1610,2009-04-06,"_iStone_","Sentiment140","http://twitpic.com/2y3pg Not what I need for my current project, but THIS is ONE FUN &amp; FUNKY FONT! ","not what i need for my current project but this is one fun amp funky font!","Positive","Positive",0,"Neutral","Neutral","Anticipation",2,0,1,0,0,1,0,0,0,FALSE,"Non-Sarcastic",25
1611,2009-04-06,"lanaveenker","Sentiment140","@AmandaEnglund Sorry to hear about your loss.     There have been many this year so far.","sorry to hear about your loss there have been many this year so far","Negative","Negative",0,"Neutral","Neutral","Anger",3,1,0,0,1,0,1,0,0,FALSE,"Non-Sarcastic",0
1612,2009-04-06,"kripto","Sentiment140","Most awesome.. Built a fileserver/NAS/firefly server serving up my music to iTunes. ","most awesome built a fileserver nas firefly server serving up my music to itunes","Positive","Positive",1,"Positive","Mild Positive","Joy",2,0,0,0,0,1,1,0,0,FALSE,"Non-Sarcastic",12.5
1613,2009-04-06,"marculus","Sentiment140","No phantasy star yesterday  going to work...","no phantasy star yesterday going to work","Negative","Negative",0,"Neutral","Neutral","Anticipation",3,0,1,0,0,1,0,0,1,FALSE,"Non-Sarcastic",0
1614,2009-04-07,"isdown","Sentiment140","Wondering why gamebattles is down  http://bit.ly/qZuUY","wondering why gamebattles is down","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1615,2009-04-06,"marodi","Sentiment140","@Marge_Inovera I tried tweetdeck once and I hated it with a passion. Or it hated me, I'm not sure... ","i tried tweetdeck once and i hated it with a passion or it hated me i'm not sure","Negative","Negative",2,"Positive","Mild Positive","Anticipation",3,0,1,0,0,1,0,0,1,FALSE,"Non-Sarcastic",0
1616,2009-04-07,"tyshadragon","Sentiment140","@tonyhenson Very cool, Sean thinks so too ","very cool sean thinks so too","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1617,2009-04-06,"charlief","Sentiment140","goodnight everyone ","goodnight everyone","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
1618,2009-04-07,"honkandwave","Sentiment140","Omg house what did I ever do to you   ","omg house what did i ever do to you","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
1619,2009-04-06,"asytar","Sentiment140","He feels what I have felt right now, can't sleep and need attention from somebody ","he feels what i have felt right now can't sleep and need attention from somebody","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1620,2009-04-07,"CSSVT","Sentiment140","@_Cube_  creepin me out dude. May have to cancel my trip to sydney now.....  LOL","creepin me out dude may have to cancel my trip to sydney now lol","Negative","Negative",0,"Neutral","Neutral","Sadness",2,0,0,0,0,0,1,1,0,FALSE,"Non-Sarcastic",25
1621,2009-04-07,"Guineena","Sentiment140","Re-reading @megcabot's Avalon High for the nnnntttttthh time! ","re reading 's avalon high for the nnnntttttthh time!","Positive","Positive",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1622,2009-04-07,"anirina","Sentiment140","tweetstats and wordle just amused me for half an hour. good times ","tweetstats and wordle just amused me for half an hour good times","Positive","Positive",1,"Positive","Mild Positive","Joy",5,0,1,0,0,2,0,1,1,FALSE,"Non-Sarcastic",0
1623,2009-04-06,"imaginaryemily","Sentiment140","im boredd. gah  i wish i could just sleep and get it over with but ive had toooo muchh cooooffffeeeeeeeee  bahaha","im boredd gah i wish i could just sleep and get it over with but ive had toooo muchh cooooffffeeeeeeeee bahaha","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",25
1624,2009-04-07,"CassetteCoast","Sentiment140","Power to levitate?.... still negative. ","power to levitate? still negative","Negative","Negative",-1,"Negative","Mild Negative","Sadness",1,0,0,0,0,0,1,0,0,FALSE,"Non-Sarcastic",0
1625,2009-04-06,"rachelw627","Sentiment140","@JonathanRKnight or are you a Mac?  then you could do anything! ","or are you a mac? then you could do anything!","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1626,2009-04-07,"LMAshton","Sentiment140","Yep, I'm receiving DMs, so at least some of you have no problems with DMs. I, however, cannot send DMs to anyone. Thanks for playing. ","yep i'm receiving dms so at least some of you have no problems with dms i however cannot send dms to anyone thanks for playing","Positive","Positive",0,"Neutral","Neutral","Anticipation",3,0,1,0,0,1,0,1,0,FALSE,"Non-Sarcastic",25
1627,2009-04-06,"grimorde","Sentiment140","Very tired this morning - no idea why! Great start to the day ","very tired this morning no idea why! great start to the day","Negative","Negative",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1628,2009-04-06,"Lady12s","Sentiment140","@mycaricature The only bit that got me really was when he said Babs was a bad mum  I'm sure that hurts her even though she's laughing.","the only bit that got me really was when he said babs was a bad mum i'm sure that hurts her even though she's laughing","Negative","Negative",-1.5,"Negative","Mild Negative","Fear",6,1,0,1,2,1,1,0,0,FALSE,"Non-Sarcastic",12.5
1629,2009-04-06,"mmbaby","Sentiment140","It was quick, but exhausting. 1 day @ a time ","it was quick but exhausting day a time","Positive","Positive",0,"Neutral","Neutral","Anticipation",1,0,1,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
1630,2009-04-07,"Ragdollshelly","Sentiment140","r.i.p baby girl sandra cantu.....my prayers r with the cantu family, be strong! ","r i p baby girl sandra cantu my prayers r with the cantu family be strong!","Negative","Negative",0,"Neutral","Neutral","Joy",1,0,0,0,0,1,0,0,0,FALSE,"Non-Sarcastic",0
1631,2009-04-06,"kalsop","Sentiment140","leave approved! europe here i come  thanks singapore airlines for the cheap flights ","leave approved! europe here i come thanks singapore airlines for the cheap flights","Positive","Positive",-1,"Negative","Mild Negative","Sadness",2,0,0,0,0,0,1,1,0,FALSE,"Non-Sarcastic",0
1632,2009-04-06,"ShaeFreeman","Sentiment140","@SinnamonS damn, I guess I'll be up for it afterall...for awhile anyway ","damn i guess i'll be up for it afterall for awhile anyway","Positive","Positive",0,"Neutral","Neutral","Anger",3,1,0,1,0,0,0,1,0,FALSE,"Non-Sarcastic",0
1633,2009-04-06,"heartwoahome","Sentiment140","yay finally  lmao","yay finally lmao","Positive","Positive",0,"Neutral","Neutral","Anticipation",5,0,1,1,0,1,0,1,1,FALSE,"Non-Sarcastic",12.5
1634,2009-04-07,"vriezzy","Sentiment140","its 3:24pm here, and i dont wanna go to chemistry course.. i dont wanna meet jordi! thats the main reason.. ","its 24pm here and i dont wanna go to chemistry course i dont wanna meet jordi! thats the main reason","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1635,2009-04-06,"mynameissasha","Sentiment140","@thestar_rage I want one too    is the branch in MidV open too?","i want one too is the branch in midv open too?","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1636,2009-04-06,"Sideache","Sentiment140","I noticed a lot of Apple product placement tonight  #hhrs","i noticed a lot of apple product placement tonight hhrs","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1637,2009-04-06,"sarochka","Sentiment140","Aaaaand the nausea is back. ","aaaaand the nausea is back","Negative","Negative",0,"Neutral","Neutral","Disgust",1,0,0,1,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1638,2009-04-07,"maynot0703","Sentiment140","OMG my girl just woke me up, reason doesnt matter &amp; now I cant fall back to sleep  Gotta b up at 5 so maybe I'll just stay up. **sigh**","omg my girl just woke me up reason doesnt matter amp now i cant fall back to sleep gotta b up at so maybe i'll just stay up sigh","Negative","Negative",0,"Neutral","Neutral","Sadness",1,0,0,0,0,0,1,0,0,FALSE,"Non-Sarcastic",12.5
1639,2009-04-06,"TraciMueller","Sentiment140","@DonnieWahlberg Seriously, you are Donfucious!  ","seriously you are donfucious!","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1640,2009-04-06,"sugarCookie16","Sentiment140","@angiekaybee yep i saw him in february and i get to see @dfcook on may 8th. looking forward to seeing him again ","yep i saw him in february and i get to see on may 8th looking forward to seeing him again","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1641,2009-04-07,"mobilesociety","Sentiment140","@s_constantine Move a bit south for some sun rays ","move a bit south for some sun rays","Positive","Positive",0,"Neutral","Neutral","Anticipation",4,0,1,0,0,1,0,1,1,FALSE,"Non-Sarcastic",0
1642,2009-04-06,"reggiesunset","Sentiment140","@Blondilucious LOL exactly!  Too funny you just took me back ","lol exactly! too funny you just took me back","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",25
1643,2009-04-06,"miavida","Sentiment140","today is day 1 of my fast &amp; i feel i may break b4 i go 2 bed  i must hold out til the end of the wk! must stayed focused, wish me luck...","today is day of my fast amp i feel i may break b4 i go bed i must hold out til the end of the wk! must stayed focused wish me luck","Negative","Negative",0,"Neutral","Neutral","Surprise",4,0,1,0,0,1,0,2,0,FALSE,"Non-Sarcastic",12.5
1644,2009-04-07,"jaudon","Sentiment140","found my Sana...and has realized, that just like a white girl, I eat my problems ","found my sana and has realized that just like a white girl i eat my problems","Negative","Negative",0,"Neutral","Neutral","Joy",5,0,1,0,0,2,0,0,2,FALSE,"Non-Sarcastic",0
1645,2009-04-06,"jacob_hilton","Sentiment140","@DAChesterFrench I emailed you yesterday and u never responded ","i emailed you yesterday and u never responded","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
1646,2009-04-07,"jodieizacobraa","Sentiment140","goood morning world. I wonder what sort of adventure you have in store for me today? ","goood morning world i wonder what sort of adventure you have in store for me today?","Positive","Positive",0,"Neutral","Neutral","Anticipation",2,0,2,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1647,2009-04-07,"ItzherS0le","Sentiment140","@brainiacmathew i know!  and im on spring break","i know! and im on spring break","Negative","Negative",0,"Neutral","Neutral","Surprise",1,0,0,0,0,0,0,1,0,FALSE,"Non-Sarcastic",0
1648,2009-04-06,"annabethblue","Sentiment140","hehe, I'm such a dork, but I like my hat anyway.  ","hehe i'm such a dork but i like my hat anyway","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
1649,2009-04-06,"Maryeeezy","Sentiment140","Babe aint callin ","babe aint callin","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1650,2009-04-07,"torbengee","Sentiment140","turns out there had been #earthquake warnings in Italy and they were ignored: http://bit.ly/4dVYg3 ","turns out there had been earthquake warnings in italy and they were ignored","Negative","Negative",0,"Neutral","Neutral","Anger",4,1,0,0,1,0,1,1,0,FALSE,"Non-Sarcastic",0
1651,2009-04-06,"sbenko","Sentiment140","@marge_and_puds YAY!!! im your first follower!! ","yay!!! im your first follower!!","Positive","Positive",0,"Neutral","Neutral","Trust",1,0,0,0,0,0,0,0,1,FALSE,"Non-Sarcastic",25
1652,2009-04-06,"MadameCrow","Sentiment140","I am in pain. My back and sides hurt. Not to mention crying is made of fail. ","i am in pain my back and sides hurt not to mention crying is made of fail","Negative","Negative",2,"Positive","Mild Positive","Sadness",6,1,0,0,2,0,3,0,0,FALSE,"Non-Sarcastic",0
1653,2009-04-07,"penqueen","Sentiment140","Arghh! My hands are itchy!! Could it be that on top of my 'alergy' to beef, I also cannot eat chicken no more?? ","arghh! my hands are itchy!! could it be that on top of my 'alergy' to beef i also cannot eat chicken no more??","Negative","Negative",0,"Neutral","Neutral","Anticipation",3,0,1,0,1,0,0,0,1,FALSE,"Non-Sarcastic",25
1654,2009-04-06,"BirkanTore","Sentiment140","Back to classic rainy Amsterdam days ","back to classic rainy amsterdam days","Negative","Negative",0,"Neutral","Neutral","Sadness",1,0,0,0,0,0,1,0,0,FALSE,"Non-Sarcastic",0
1655,2009-04-06,"robertgravina","Sentiment140","Perl's CPAN installer has lots of quirky humour which is fun but I just want to get the job done. I prefer quiet tools; funny docs are OK ","perl's cpan installer has lots of quirky humour which is fun but i just want to get the job done i prefer quiet tools funny docs are ok","Positive","Positive",0,"Neutral","Neutral","Anticipation",4,0,1,0,0,1,1,0,1,FALSE,"Non-Sarcastic",25
1656,2009-04-06,"kennypham","Sentiment140","Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!","sad sad sad i don't know why but i hate this feeling i wanna sleep and i still can't!","Negative","Negative",-4,"Negative","Mild Negative","Anger",12,2,1,2,2,1,2,1,1,FALSE,"Non-Sarcastic",25
1657,2009-04-06,"TerranRevirell","Sentiment140","@greggrunberg Acting! You did it wonderfully! Great ep!  &quot;Monster&quot; will be a fate worse than death for Danko, hopefully.","acting! you did it wonderfully! great ep! quot monster quot will be a fate worse than death for danko hopefully","Positive","Positive",1,"Positive","Mild Positive","Fear",12,1,2,1,3,1,2,2,0,FALSE,"Non-Sarcastic",0
1658,2009-04-07,"Anna_phpFox","Sentiment140","is no longer concern about that someone.. hehe ","is no longer concern about that someone hehe","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1659,2009-04-07,"warzabidul","Sentiment140","@mcawilliams I saw them live a few years ago, surprised at how calm they looked on stage. ","i saw them live a few years ago surprised at how calm they looked on stage","Positive","Positive",0,"Neutral","Neutral","Surprise",1,0,0,0,0,0,0,1,0,FALSE,"Non-Sarcastic",0
1660,2009-04-06,"MM_of_Oz","Sentiment140","@OfficialPRofOZ she sed puerto rican ","she sed puerto rican","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1661,2009-04-06,"koenn","Sentiment140","@Unholyknight so did your mom last night.  brb while I figure out whether I just burned you or myself the most.","so did your mom last night brb while i figure out whether i just burned you or myself the most","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1662,2009-04-06,"auntynessanoo","Sentiment140","@corrosivecandy Ive forgotten how to snoo-snoo  I wonder if snoo-snoo and I will ever meet again...","ive forgotten how to snoo snoo i wonder if snoo snoo and i will ever meet again","Negative","Negative",0,"Neutral","Neutral","Fear",2,0,0,0,1,0,1,0,0,FALSE,"Non-Sarcastic",12.5
1663,2009-04-06,"BriannaGrace","Sentiment140","@JayJayKlees Well, I think you should go search for the pot of gold ","well i think you should go search for the pot of gold","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1664,2009-04-06,"blacksneakers","Sentiment140","@lightinthesky wow. enjoy! ","wow enjoy!","Positive","Positive",0,"Neutral","Neutral","Anticipation",3,0,1,0,0,1,0,0,1,FALSE,"Non-Sarcastic",0
1665,2009-04-07,"billmason","Sentiment140","@SaphInfection Oh, OK. That explains it. And puts my universe back into balance a bit. ","oh ok that explains it and puts my universe back into balance a bit","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1666,2009-04-07,"rampantheart","Sentiment140","@devakishor Oh oh! That's sad! ","oh oh! that's sad!","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1667,2009-04-06,"couurtneyy","Sentiment140","@rachhiiee_ jenny knows i love er. ","jenny knows i love er","Positive","Positive",1,"Positive","Mild Positive","Joy",1,0,0,0,0,1,0,0,0,FALSE,"Non-Sarcastic",0
1668,2009-04-07,"Astroy","Sentiment140","I'm ill....i don't like that ","i'm ill i don't like that","Negative","Negative",0,"Neutral","Neutral","Anger",4,1,0,1,1,0,1,0,0,FALSE,"Non-Sarcastic",12.5
1669,2009-04-06,"Real_Gaz_Coward","Sentiment140","@Lexi_83 We.... went professional in October 2008, we've just not update any of our websites or anything until yesterday ","we went professional in october we've just not update any of our websites or anything until yesterday","Positive","Positive",0,"Neutral","Neutral","Trust",1,0,0,0,0,0,0,0,1,FALSE,"Non-Sarcastic",0
1670,2009-04-07,"Reptar01","Sentiment140","my facebook is Fucked. ","my facebook is fucked","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1671,2009-04-06,"TommieGreen","Sentiment140","'s Kinda Bummed. An Agency Just Told Me That I Didn't Have The 'LOOK' That They Were Going For. Ladies, Please Help Me Create The 'LOOK' ","'s kinda bummed an agency just told me that i didn't have the 'look' that they were going for ladies please help me create the 'look'","Negative","Negative",0,"Neutral","Neutral","Joy",1,0,0,0,0,1,0,0,0,FALSE,"Non-Sarcastic",25
1672,2009-04-06,"Debbie_Love","Sentiment140","@ddlovato PLEASE FOLLOW ME DEMI!!! ","please follow me demi!!!","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",25
1673,2009-04-07,"LulleGirl","Sentiment140","Missing My Best Friend. Listening to Radio Disney ","missing my best friend listening to radio disney","Positive","Positive",1,"Positive","Mild Positive","Fear",4,0,0,0,1,1,1,0,1,FALSE,"Non-Sarcastic",12.5
1674,2009-04-06,"jeehyeahn","Sentiment140","my body's aching to rest, my mind's so freakin alert, my brain can't absorb a damn thing. but i must endure............ sike. gnite ","my body's aching to rest my mind's so freakin alert my brain can't absorb a damn thing but i must endure sike gnite","Positive","Positive",0,"Neutral","Neutral","Anger",3,1,0,1,0,0,1,0,0,FALSE,"Non-Sarcastic",25
1675,2009-04-06,"KaylaMari","Sentiment140","@ninjaguitarsex I'm pretty sure the show part is just for before the show. Then it's like Twitter for the whole NIN fan community. ","i'm pretty sure the show part is just for before the show then it's like twitter for the whole nin fan community","Positive","Positive",0,"Neutral","Neutral","Trust",4,0,1,0,0,1,0,0,2,FALSE,"Non-Sarcastic",25
1676,2009-04-07,"mcsteph94","Sentiment140","@dougiemcfly hey saw u guys play @ pushover..didn't get 2 meet u tho cuz of th HUGE line  i was very upset lol..a msg would make up 4 it!","hey saw u guys play pushover didn't get meet u tho cuz of th huge line i was very upset lol a msg would make up it!","Negative","Negative",-1.5,"Negative","Mild Negative","Anger",2,1,0,0,0,0,1,0,0,FALSE,"Non-Sarcastic",25
1677,2009-04-06,"fatkat309","Sentiment140","some1 hacked my account on aim  now i have to make a new one","some1 hacked my account on aim now i have to make a new one","Negative","Negative",0,"Neutral","Neutral","Trust",1,0,0,0,0,0,0,0,1,FALSE,"Non-Sarcastic",0
1678,2009-04-06,"Hetty4Christ","Sentiment140","@maikeru76 you aren't connected with me back...so I can't DM you...  ","you aren't connected with me back so i can't dm you","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
1679,2009-04-06,"Tessa82","Sentiment140","Got an inspiration -&gt; dyeing my hair! ","got an inspiration gt dyeing my hair!","Positive","Positive",0,"Neutral","Neutral","Anticipation",2,0,1,0,0,1,0,0,0,FALSE,"Non-Sarcastic",0
1680,2009-04-06,"ANPshine","Sentiment140","@karanbir I'm going to Subway because I'm fressh  Happy Spring Break.","i'm going to subway because i'm fressh happy spring break","Positive","Positive",1,"Positive","Mild Positive","Anticipation",4,0,1,0,0,1,0,1,1,FALSE,"Non-Sarcastic",12.5
1681,2009-04-06,"_CheshireKat","Sentiment140","@louie094: shooting!?!! be careful, luisa ","shooting!?!! be careful luisa","Negative","Negative",0,"Neutral","Neutral","Anger",2,1,0,0,1,0,0,0,0,FALSE,"Non-Sarcastic",12.5
1682,2009-04-07,"henryb35","Sentiment140","Heading to bed! Have to be at work in 6 hours ","heading to bed! have to be at work in hours","Negative","Negative",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1683,2009-04-07,"egg104","Sentiment140","@jeffkang greeeeat but now i ate all my hard work away ","greeeeat but now i ate all my hard work away","Negative","Negative",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
1684,2009-04-06,"michellebandril","Sentiment140","Trying so hard but Can't sleeeep...chattin with my girl britney.     surround urself with real positive people.","trying so hard but can't sleeeep chattin with my girl britney surround urself with real positive people","Positive","Positive",0,"Neutral","Neutral","Anticipation",2,0,1,0,0,0,0,0,1,FALSE,"Non-Sarcastic",12.5
1685,2009-04-06,"Fletcher_Girl","Sentiment140","Lost my free copy of radioactive so can't put it on my ipod grr!And i can't go out + buy 'nother coz it came with that paper ","lost my free copy of radioactive so can't put it on my ipod grr!and i can't go out buy 'nother coz it came with that paper","Negative","Negative",0,"Neutral","Neutral","Fear",2,0,0,0,1,0,1,0,0,FALSE,"Non-Sarcastic",12.5
1686,2009-04-07,"The_Librarian2","Sentiment140","for those who are puzzled by umtweeti wam ","for those who are puzzled by umtweeti wam","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1687,2009-04-06,"adreyonline","Sentiment140","@creativejenius long story man!! ill tell u one day when we have more time to talk  :[","long story man!! ill tell u one day when we have more time to talk","Positive","Positive",0,"Neutral","Neutral","Anticipation",6,1,2,1,1,0,1,0,0,FALSE,"Non-Sarcastic",12.5
1688,2009-04-07,"Hazelia","Sentiment140","Don't have any hot water.... ","don't have any hot water","Negative","Negative",0,"Neutral","Neutral","Anger",1,1,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",0
1689,2009-04-06,"j_killa","Sentiment140","wow that was neat, thanks God! OVERITNOW&lt;3  i apologize for sharing my spiritual moment with the general public of Twitter ","wow that was neat thanks god! overitnow lt i apologize for sharing my spiritual moment with the general public of twitter","Positive","Positive",0,"Neutral","Neutral","Trust",8,0,2,0,1,1,1,0,3,FALSE,"Non-Sarcastic",12.5
1690,2009-04-06,"Lindsey_","Sentiment140","@jennifermf totally know what u mean!this late night stuff has been 2 my detriment 4 YEARS,lol;society is discriminatory toward night ppl ","totally know what u mean!this late night stuff has been my detriment years lol society is discriminatory toward night ppl","Positive","Positive",0,"Neutral","Neutral","Sadness",1,0,0,0,0,0,1,0,0,FALSE,"Non-Sarcastic",37.5
1691,2009-04-06,"eCoastShredgirl","Sentiment140","yay!!! hcc then sand key &amp; surfing. Big waves!! ","yay!!! hcc then sand key amp surfing big waves!!","Positive","Positive",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,0,FALSE,"Non-Sarcastic",12.5
