"id","original_text","text","date","user","sentiment_score","polarity","intensity","dominant_emotion","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","is_sarcasm","sarcasm_confidence","fake_review_flag","credibility_score","credibility_band","topic","topic_probability"
186,"is watching the hill . . .and its making me sad","is watching the hill and its making me sad",2026-07-05,"Jaderade14",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.345679012345679
187,"So many channels.... yet so so boring... lazy day again  may have to find a hobby","so many channels yet so so boring lazy day again may have to find a hobby",2026-07-06,"LeeseEllen",-2.5,"Negative","Mild Negative","Joy",0,0,0,0,1,0,0,0,FALSE,0,"Genuine",0.75,"High",3,0.350282485875706
188,"@supersport I miss my buddy  ill be in NY on the 25th","i miss my buddy ill be in ny on the 25th",2026-07-07,"FNFKayCee",0,"Neutral","Neutral","Anger",1,1,1,1,1,1,0,1,FALSE,0,"Genuine",1,"High",3,0.352201257861635
189,"@robluketic  love the french. I tell people here in the south i'm qtr. french and they snarl at me.  french are beautiful people","love the french i tell people here in the south i'm qtr french and they snarl at me french are beautiful people",2026-07-08,"CaddyStage",2,"Positive","Mild Positive","Joy",1,0,1,0,2,0,0,0,FALSE,0,"Genuine",1,"High",3,0.333333333333333
190,"Opps.. As I said.. I still got one day remain and now problem come","opps as i said i still got one day remain and now problem come",2026-07-09,"ha_nobita",-1,"Negative","Mild Negative","Fear",0,0,0,1,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.361111111111111
191,"I activated my Selfcontrol block early, meaning I can't check out the new QC.  Regularizing my internal clock is might be difficult. #fb","i activated my selfcontrol block early meaning i can't check out the new qc regularizing my internal clock is might be difficult fb",2026-07-10,"tchviolin",-1,"Negative","Mild Negative","Anticipation",0,1,0,1,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.367231638418079
192,"@HillyDoP  oH NO","oh no",2026-07-11,"DreamActivist23",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",0,0
193,"spencer is not a good guy.","spencer is not a good guy",2026-07-12,"msbutt3rfly14",-1,"Negative","Mild Negative","Anticipation",0,1,0,0,1,0,1,1,FALSE,0,"Genuine",1,"High",2,0.371069182389937
194,"@goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring, Madame President is a crazy woman.","what about reese dying on ttsc? and season finale next week boring madame president is a crazy woman",2026-07-13,"Karmatical",-1,"Negative","Mild Negative","Anger",2,0,1,2,0,2,0,1,FALSE,12.5,"Genuine",1,"High",2,0.339080459770115
195,"@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,she�s not well","i hate the limited letters too hope you and the guys are fine?i pray for my dog she s not well",2026-07-14,"Jana1976",1,"Positive","Mild Positive","Anger",2,2,1,2,2,2,2,2,FALSE,0,"Genuine",1,"High",3,0.35632183908046
196,"didn't get shit done today ~ i'm so screwed","didn't get shit done today i'm so screwed",2026-07-15,"AmyJade",0,"Neutral","Neutral","Anger",2,0,1,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.351190476190476
197,"wanttss to go out","wanttss to go out",2026-07-16,"tantrixie",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",0,0
198,"Is not going to sleep tonite.","is not going to sleep tonite",2026-07-17,"supersharayah",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.371069182389937
199,"too worried and tired to post tonight","too worried and tired to post tonight",2026-07-18,"bluepaintred",-1,"Negative","Mild Negative","Sadness",0,0,0,0,0,1,0,0,FALSE,0,"Genuine",1,"High",1,0.345679012345679
200,"couldn't get shit done today ~ i'm so screwed","couldn't get shit done today i'm so screwed",2026-07-19,"AmyJade",0,"Neutral","Neutral","Anger",2,0,1,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.351190476190476
201,"Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep","job interview in cardiff today wish me luck! got about hours sleep",2026-07-20,"bovinemammal",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,0,FALSE,12.5,"Genuine",1,"High",1,0.401129943502825
202,"@stustone Your show is whack. Way worse than whack, it's wiggety-whack.    :*(:*(:*(","your show is whack way worse than whack it's wiggety whack",2026-07-21,"jessejoseph",0,"Neutral","Neutral","Fear",0,0,0,1,0,1,0,1,FALSE,0,"Genuine",1,"High",2,0.371069182389937
203,"@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help   He might be dead by now","i really don't think people choose to be that way but i think he chose not to accept my family's help he might be dead by now",2026-07-22,"lennytoups",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,"Genuine",1,"High",3,0.369791666666667
204,"@eloquentembrace You're going to kill me, but I've not seen DS9. I've been waiting till I can do it in one solid week sitting.","you're going to kill me but i've not seen ds9 i've been waiting till i can do it in one solid week sitting",2026-07-23,"paulverhoeven",0,"Neutral","Neutral","Fear",0,0,0,1,0,1,0,0,FALSE,25,"Genuine",1,"High",2,0.343915343915344
205,"@cheechbud i think ur right!! hahaha!! 4.5 hrs now!!","i think ur right!! hahaha!! hrs now!!",2026-07-24,"Britty88",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,"Genuine",0.8,"High",3,0.357575757575758
206,"i hate to see the spartans so sad","i hate to see the spartans so sad",2026-07-25,"stephaniekmusic",-3,"Negative","Mild Negative","Anger",1,0,1,1,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.364197530864198
207,"My mind and body are severely protesting this &quot;getting up&quot;  thing. Had nightmares to boot","my mind and body are severely protesting this quot getting up quot thing had nightmares to boot",2026-07-26,"Jemimus",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.350282485875706
208,"@MySteezRadio I'm goin' to follow u, since u didn't  LOL  GO ANGELS!","i'm goin' to follow u since u didn't lol go angels!",2026-07-27,"Sweetpineapple",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,37.5,"Genuine",1,"High",1,0.351190476190476
210,"@twista202 I think I want to read some books but the library doesn't have them","i think i want to read some books but the library doesn't have them",2026-07-29,"treehugger25",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.351190476190476
211,"My nap was interrupted so many times today  Going out for Japanese with the 'rents again...","my nap was interrupted so many times today going out for japanese with the 'rents again",2026-07-30,"Mirlina",0,"Neutral","Neutral","Joy",0,0,0,0,1,1,0,0,FALSE,0,"Genuine",1,"High",2,0.345029239766082
212,"Kind of longs for the bus that shows up at the end of Ghost World right now. Ugh.","kind of longs for the bus that shows up at the end of ghost world right now ugh",2026-07-31,"g_rose86",0,"Neutral","Neutral","Fear",0,0,0,1,1,0,0,1,FALSE,0,"Genuine",1,"High",3,0.373563218390805
213,"@GuruMN but this is canada  canada is weird. we're supposed to get snow through wednesday. ugh.","but this is canada canada is weird we're supposed to get snow through wednesday ugh",2026-08-01,"omgseriouslywtf",0,"Neutral","Neutral","Disgust",0,0,1,0,0,0,0,0,FALSE,12.5,"Genuine",0.75,"High",2,0.390804597701149
214,"Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie","awwh babs you look so sad underneith that shop entrance of quot yesterday's musik quot o i like the look of the new transformer movie",2026-08-02,"DjGundam",-1.5,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.365591397849462
215,"sad that the 'feet' of my macbook just fell off","sad that the 'feet' of my macbook just fell off",2026-08-03,"stacyc37",-1,"Negative","Mild Negative","Sadness",0,0,0,0,0,1,0,0,FALSE,12.5,"Genuine",1,"High",1,0.357575757575758
216,"I'm gonna get up late tomorrow and it's 132am here. I gonna get tipsy by my lonesome. That's...that's just sad","i'm gonna get up late tomorrow and it's 132am here i gonna get tipsy by my lonesome that's that's just sad",2026-08-04,"Alp0",-1,"Negative","Mild Negative","Sadness",0,1,0,0,0,2,0,0,FALSE,12.5,"Genuine",1,"High",1,0.411111111111111
217,"I'm sweating my forthcoming trip to E3.  If I can't find someone to crash with while I'm out there, I may be screwed.","i'm sweating my forthcoming trip to e3 if i can't find someone to crash with while i'm out there i may be screwed",2026-08-05,"TheDCD",0,"Neutral","Neutral","Surprise",1,0,0,1,0,1,2,0,FALSE,12.5,"Genuine",1,"High",3,0.339080459770115
218,"Has now gotten somebody to read his tweets, but cant get them to make an account.","has now gotten somebody to read his tweets but cant get them to make an account",2026-08-06,"DrewKatavich",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,12.5,"Genuine",1,"High",3,0.350282485875706
219,"@infinitydefines  omgawd i couldnt handle my cat being in heat all the time D: D:","omgawd i couldnt handle my cat being in heat all the time d d",2026-08-07,"tinyvamp",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.357575757575758
220,"@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me","i hope i can make it to the auburn show but its not looking good for me",2026-08-08,"MTLarson1224",-1,"Negative","Mild Negative","Trust",0,2,0,0,2,0,2,3,FALSE,12.5,"Genuine",1,"High",2,0.386904761904762
221,"@David_Henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho!  haha","thats people mag haha i couldnt fit it all in i dont think those pictures ever made it in the magazine tho! haha",2026-08-09,"vcf2",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,"Genuine",1,"High",3,0.407407407407407
222,"@breadandbadger Congrats!!  i totally forgot to submit photos","congrats!! i totally forgot to submit photos",2026-08-10,"thinkingmama",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,25,"Genuine",0.8,"High",2,0.357575757575758
223,"@PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx","awww good luck paula!! please don't work too hard but i hope you have fun your new album is gonna be amazing! xxx",2026-08-11,"Cherye101",0,"Neutral","Neutral","Anticipation",0,4,0,0,4,0,3,2,FALSE,25,"Genuine",0.8,"High",2,0.385416666666667
224,"@imaginarypeach now your leaving me  .... -gets sad-","now your leaving me gets sad",2026-08-12,"nataleyritter",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.364197530864198
225,"I miss you twitter. My phone broke, now I'm using a stupid Nokia phone. Ughhh, I miss my advance phone.","i miss you twitter my phone broke now i'm using a stupid nokia phone ughhh i miss my advance phone",2026-08-13,"ciairuhh",-1,"Negative","Mild Negative","Fear",0,1,0,2,1,1,1,0,FALSE,0,"Genuine",1,"High",3,0.381720430107527
226,"SHOOTING OUTSIDE MY HOUSE :O NOT KIDDING! So SCARED","shooting outside my house o not kidding! so scared",2026-08-14,"sarahdesjardins",0,"Neutral","Neutral","Anger",1,0,0,1,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.375757575757576
227,"Tuesday�ll start with reflection �n then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers","tuesday ll start with reflection n then a lecture in stress reducing techniques that sure might become very useful for us accompaniers",2026-08-15,"larsgunnarf",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.350282485875706
228,"What tragedy and disaster in the news this week","what tragedy and disaster in the news this week",2026-08-16,"Lvonhusen",0,"Neutral","Neutral","Fear",1,0,1,2,0,2,1,0,FALSE,0,"Genuine",1,"High",1,0.352201257861635
229,"yes yes still trying to find a picture that will upload correclty..","yes yes still trying to find a picture that will upload correclty",2026-08-17,"TimelessAKA",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",0.75,"High",3,0.373563218390805
230,"Why oh why was the Red Sox game rained out? I was so looking forward to opening day","why oh why was the red sox game rained out? i was so looking forward to opening day",2026-08-18,"jinnah",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.373563218390805
231,"I still can't find my keys.","i still can't find my keys",2026-08-19,"edsed",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.364197530864198
232,"@charlietm I know right. I dunno what is going on with twitter.","i know right i dunno what is going on with twitter",2026-08-20,"admdrw",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.357575757575758
233,"might be getting a sore throat again","might be getting a sore throat again",2026-08-21,"Loreinski",0,"Neutral","Neutral","Anger",1,0,0,0,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.364197530864198
234,"@labelsnotlove   my home town. My mammy called all depressd.  Pls explain y a parent let their 8yr old child walk alone? Hello? Its 2009!","my home town my mammy called all depressd pls explain y a parent let their 8yr old child walk alone? hello? its !",2026-08-22,"OhShayLaVie",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,0,"Genuine",1,"High",1,0.355191256830601
235,"@ircmaxell - I think I need to find better anti-depressants.  I think this Paxil/Wellbutrin combo is losing its efficacy.","i think i need to find better anti depressants i think this paxil wellbutrin combo is losing its efficacy",2026-08-23,"dossy",0,"Neutral","Neutral","Anger",1,0,0,0,0,1,0,0,FALSE,12.5,"Genuine",0.75,"High",3,0.35632183908046
236,"@MyConnecticut Restaurant called WoodNTap has competitive eating tourney round tourney time. We place 2nd","restaurant called woodntap has competitive eating tourney round tourney time we place 2nd",2026-08-24,"bigwillthechamp",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.386904761904762
237,"is in the bathroom... wake up lakin.","is in the bathroom wake up lakin",2026-08-25,"MalloryLe",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.358974358974359
238,"@CaitlinOConnor i want tacos and margarhitas  telll gay i say hello&lt;3","i want tacos and margarhitas telll gay i say hello lt",2026-08-26,"courtosullivan",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.357575757575758
239,"im lonely  keep me company! 22 female, california","im lonely keep me company! female california",2026-08-27,"Augustina22CA",0,"Neutral","Neutral","Anger",1,0,1,1,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.393939393939394
240,"bad day at the betfair office","bad day at the betfair office",2026-08-28,"sdcoyle",-1,"Negative","Mild Negative","Anger",1,0,1,1,0,1,0,0,FALSE,0,"Genuine",1,"High",2,0.352201257861635
241,"I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!!","i miss him can't wait to celebrate the tar heel win this weekend though!!",2026-08-29,"omgitsjo",1,"Positive","Mild Positive","Anticipation",0,1,0,0,0,0,0,0,FALSE,12.5,"Genuine",0.8,"High",1,0.373563218390805
242,"I'm really cold. I don't want to go to sleep yet but there's nothing to do","i'm really cold i don't want to go to sleep yet but there's nothing to do",2026-08-30,"catrienmaxwell",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,"Genuine",0.75,"High",3,0.339080459770115
243,"@kristencampisi is this it 4 u? Its ' officially over ' 4 me this go round!","is this it u? its ' officially over ' me this go round!",2026-08-31,"nicci718",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",3,0.33974358974359
244,"monkeys??? i just found out you my twin and you wont even write back.  i'm heartbroken","monkeys??? i just found out you my twin and you wont even write back i'm heartbroken",2026-09-01,"meganminesinger",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,12.5,"Genuine",1,"High",1,0.367231638418079
245,"@miss_om Aww  I know I felt like that yesterday at work","aww i know i felt like that yesterday at work",2026-09-02,"nicole___",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.386904761904762
246,"@SarahReedSC treaty isn't defined","treaty isn't defined",2026-09-03,"JBarrick",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.34640522875817
247,"missed Brent at praise band.   No fun to not have the your lead guitarist.  &lt;pout&gt;","missed brent at praise band no fun to not have the your lead guitarist lt pout gt",2026-09-04,"gregcronin",0,"Neutral","Neutral","Joy",0,1,0,0,2,0,0,1,FALSE,0,"Genuine",1,"High",3,0.35632183908046
248,"@jpfurry poor john  this is what happens when you play with fruit and a microwave! Seriously though HAVE you seen a doctor?? Xxx","poor john this is what happens when you play with fruit and a microwave! seriously though have you seen a doctor?? xxx",2026-09-05,"Lisaherrity",-1,"Negative","Mild Negative","Disgust",0,0,1,0,0,0,0,1,FALSE,25,"Genuine",1,"High",3,0.355191256830601
249,"Missing My BFF  watching home and away it reminds me of her and me  we &lt;3 It. shout out to u courts","missing my bff watching home and away it reminds me of her and me we lt it shout out to u courts",2026-09-06,"princessseli",0,"Neutral","Neutral","Anger",1,0,0,1,0,1,1,0,FALSE,12.5,"Genuine",1,"High",1,0.345029239766082
251,"New video card is DOA.","new video card is doa",2026-09-08,"jasminpatry",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.352201257861635
252,"feeling lost, naked and confused (JK, sort of).....no iphone for me.","feeling lost naked and confused jk sort of no iphone for me",2026-09-09,"saraguilford12",1,"Positive","Mild Positive","Sadness",1,1,1,1,1,2,1,1,FALSE,0,"Genuine",1,"High",3,0.351190476190476
253,"Damn i am so late at filling this appraisal form, people have almost sent it .. i was so occupied in work","damn i am so late at filling this appraisal form people have almost sent it i was so occupied in work",2026-09-10,"realin",0,"Neutral","Neutral","Anger",1,0,1,0,0,1,0,0,FALSE,0,"Genuine",1,"High",1,0.350282485875706
254,"missed Brent at praise band.  No fun to not have your lead guitarist. &lt;pout&gt;","missed brent at praise band no fun to not have your lead guitarist lt pout gt",2026-09-11,"gregcronin",0,"Neutral","Neutral","Joy",0,1,0,0,2,0,0,1,FALSE,0,"Genuine",1,"High",2,0.35632183908046
255,"i think to much on the past. i cant change it. i deserved so much more then wat i got. ..but why am i still thinking about him  gah","i think to much on the past i cant change it i deserved so much more then wat i got but why am i still thinking about him gah",2026-09-12,"Steponme2418",0,"Neutral","Neutral","Fear",0,0,0,1,0,0,0,0,FALSE,12.5,"Genuine",0.75,"High",1,0.361111111111111
256,"has lost his ring. It's no-where to be seen","has lost his ring it's no where to be seen",2026-09-13,"benboarder",0,"Neutral","Neutral","Sadness",0,0,0,0,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.333333333333333
257,"@burgaw Ooooooh! *sealclap* See, I download shitloads of zip folders off 4chan. I have no internet moneys.  FUCK YEAH ALICIA &amp; MIKEY.","ooooooh! sealclap see i download shitloads of zip folders off 4chan i have no internet moneys fuck yeah alicia amp mikey",2026-09-14,"SupernovaGirl",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.367231638418079
258,"Is still nursing my Nile but glad he is feeling better. I hate when my baby is sick","is still nursing my nile but glad he is feeling better i hate when my baby is sick",2026-09-15,"latoyanlegania",0,"Neutral","Neutral","Disgust",2,2,3,2,3,3,1,1,FALSE,12.5,"Genuine",0.75,"High",3,0.339080459770115
259,"Is fucked to go back to IC","is fucked to go back to ic",2026-09-16,"taspence",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.358974358974359
260,"@Brandizzzle08 yoyoyo. my internet has been rude tonight. it JUST reconnected and I'm about to go to bed.","yoyoyo my internet has been rude tonight it just reconnected and i'm about to go to bed",2026-09-17,"lizzzzlemon",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",1,0.357575757575758
261,"@jemcam well i have uni stuff and netball  but after netbal if i've done uni stuff we can","well i have uni stuff and netball but after netbal if i've done uni stuff we can",2026-09-18,"russbaker",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.390804597701149
262,"@kissability Me too I is poor","me too i is poor",2026-09-19,"hypnoticzexy",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.34640522875817
263,"help me forget 8th april &amp; 13th july!","help me forget 8th april amp 13th july!",2026-09-20,"debbieseraphina",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.339393939393939
264,"dierks bentley is comin' to columbus, OH!! i wanna go so bad","dierks bentley is comin' to columbus oh!! i wanna go so bad",2026-09-21,"tshamysboo",-1.5,"Negative","Mild Negative","Anger",1,0,1,1,0,1,0,0,FALSE,12.5,"Genuine",0.8,"High",3,0.351190476190476
265,"i have to take my sidekick back.","i have to take my sidekick back",2026-09-22,"husqvarna",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.352201257861635
266,"@chriscantore congrats! I'm totally jealous! only wish my XM was working","congrats! i'm totally jealous! only wish my xm was working",2026-09-23,"VirtueIMC",0,"Neutral","Neutral","Anger",1,0,1,0,0,0,0,0,FALSE,25,"Genuine",1,"High",2,0.339393939393939
267,"gr8t my face is very itchy","gr8t my face is very itchy",2026-09-24,"godzgurl",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.33974358974359
268,"poor socks  luvvvvv the golden retriever!! I want one sighhhh","poor socks luvvvvv the golden retriever!! i want one sighhhh",2026-09-25,"dancingmanikin",-1,"Negative","Mild Negative","Neutral",0,0,0,0,0,0,0,0,FALSE,25,"Genuine",0.8,"High",2,0.375757575757576
269,"I just saw that they found that Tracy girl in a piece of luggage... How fucking terrible","i just saw that they found that tracy girl in a piece of luggage how fucking terrible",2026-09-26,"iggyp",-1,"Negative","Mild Negative","Anger",1,0,1,1,1,1,0,1,FALSE,0,"Genuine",1,"High",2,0.367231638418079
270,"Aaaaand the nausea is back.","aaaaand the nausea is back",2026-09-27,"sarochka",0,"Neutral","Neutral","Disgust",0,0,1,0,0,0,0,0,FALSE,0,"Genuine",1,"High",1,0.352201257861635
271,"@DonnieWahlberg ooh I�m excited and not even going 2 be there  long love YOUTUBE!","ooh i m excited and not even going be there long love youtube!",2026-09-28,"flowerlilly",-2,"Negative","Mild Negative","Anticipation",0,2,0,0,2,0,1,1,FALSE,12.5,"Genuine",1,"High",3,0.362573099415205
272,"spent 1 hour to reach to Axis bank only to find out today is holiday for Mahavir Jayanti  contd..","spent hour to reach to axis bank only to find out today is holiday for mahavir jayanti contd",2026-09-29,"themangoman",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,0,"Genuine",0.75,"High",2,0.380116959064328
273,"@mathewsmichael  i agree... the jobros dont update theres very often","i agree the jobros dont update theres very often",2026-09-30,"marybacchus",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.339393939393939
274,"@fishmouse it is hilarious and I linked the clip from LJ some time ago but when I went back just now it was a dead link","it is hilarious and i linked the clip from lj some time ago but when i went back just now it was a dead link",2026-10-01,"bliumchik",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,1,0,FALSE,12.5,"Genuine",1,"High",1,0.371584699453552
275,"@DiannePulham OOOOOOOO who with? (im not neither but thats because i need to study  )","oooooooo who with? im not neither but thats because i need to study",2026-10-02,"finnsig",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,25,"Genuine",1,"High",3,0.364197530864198
276,"Haven't tweeted nearly all day  Posted my website tonight, hopefully that goes well  Night time!","haven't tweeted nearly all day posted my website tonight hopefully that goes well night time!",2026-10-03,"iCalvin",0,"Neutral","Neutral","Anticipation",0,1,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.365591397849462
277,"@bostongarden I miss bentley","i miss bentley",2026-10-04,"sammysokol",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",3,0.33974358974359
278,"seriously needs to finish these job applications","seriously needs to finish these job applications",2026-10-05,"JWard86",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,0,"Genuine",1,"High",2,0.339393939393939
279,"My son Vincas is sick, so I stay at home  Just three tense days at work, and I am back on holiday with kids","my son vincas is sick so i stay at home just three tense days at work and i am back on holiday with kids",2026-10-06,"dgvirtual",0,"Neutral","Neutral","Anticipation",0,1,1,0,1,1,0,0,FALSE,0,"Genuine",1,"High",1,0.404371584699454
280,"Whinging. My client&amp;boss don't understand English well. Rewrote some text unreadable. It's written by v. good writer&amp;reviewed correctly.","whinging my client amp boss don't understand english well rewrote some text unreadable it's written by v good writer amp reviewed correctly",2026-10-07,"ForzaRagazza",1,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,1,1,FALSE,12.5,"Genuine",1,"High",2,0.35978835978836
281,"@huntermoore I don't want him to ever punch me.","i don't want him to ever punch me",2026-10-08,"jasminedesiree",0,"Neutral","Neutral","Anger",1,0,0,1,0,1,1,0,FALSE,12.5,"Genuine",1,"High",3,0.345679012345679
282,"sooo sick of the snow  ughh","sooo sick of the snow ughh",2026-10-09,"kortt",0,"Neutral","Neutral","Disgust",0,0,1,0,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.345679012345679
284,"@LoveMeagan it doesn't work your fan is upset","it doesn't work your fan is upset",2026-10-11,"aoski",-1,"Negative","Mild Negative","Anger",1,0,0,0,0,1,0,0,FALSE,0,"Genuine",1,"High",2,0.345679012345679
285,"I would like to apologize for the repeated Video Games Live related tweets. I am going to have a stern discussion with Koodo soon. Stern.","i would like to apologize for the repeated video games live related tweets i am going to have a stern discussion with koodo soon stern",2026-10-12,"wcarss",0,"Neutral","Neutral","Trust",0,0,0,0,0,1,0,2,FALSE,0,"Genuine",1,"High",3,0.344444444444444
286,"@zaydia but i cant figure out how to get there / back / pay for a hotel etc","but i cant figure out how to get there back pay for a hotel etc",2026-10-13,"drtaru",0,"Neutral","Neutral","Anticipation",0,1,0,0,1,0,0,1,FALSE,12.5,"Genuine",1,"High",1,0.380116959064328
287,"FML: So much for seniority, bc of technological ineptness, I now have to &quot;register&quot; for classes AGAIN","fml so much for seniority bc of technological ineptness i now have to quot register quot for classes again",2026-10-14,"mumu1210",0,"Neutral","Neutral","Trust",0,0,0,0,0,0,0,1,FALSE,12.5,"Genuine",1,"High",3,0.362573099415205
288,"feels like she slept the day away.    Not looking forward to any more bouts with my gallbladder.  At least I have pills now for the pain.","feels like she slept the day away not looking forward to any more bouts with my gallbladder at least i have pills now for the pain",2026-10-15,"nyracat",0,"Neutral","Neutral","Fear",0,0,0,1,0,1,0,0,FALSE,0,"Genuine",1,"High",3,0.349462365591398
289,"@ThaStevieG but what I really want is my old bass back","but what i really want is my old bass back",2026-10-16,"Stereo_Skyline",0,"Neutral","Neutral","Neutral",0,0,0,0,0,0,0,0,FALSE,12.5,"Genuine",1,"High",2,0.339393939393939
290,"Mad tired today... Callin it in early tonight  nighty night twittas","mad tired today callin it in early tonight nighty night twittas",2026-10-17,"veelishus",-1,"Negative","Mild Negative","Anger",1,0,1,1,0,1,0,0,FALSE,0,"Genuine",1,"High",1,0.390804597701149
291,"@LevenRambin: Take it easy, and be good to you.","take it easy and be good to you",2026-10-18,"usagiko",1,"Positive","Mild Positive","Anticipation",0,1,0,0,1,0,1,1,FALSE,0,"Genuine",1,"High",2,0.352201257861635
